Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,43.82802200317383,47513.383440092046,46586.74217844093,0.019890664560784407
2,51.02591896057129,47513.383440092046,47405.72881400777,0.002270920177319641
