Resource,Zone,StartCap_p1,EndCap_p1,EndCap_p2,EndCap_p3
natural_gas_combined_cycle,1,10000.0,18202.954426791235,15700.711535327137,12091.259678021728
solar_pv,1,500.0,4057.413297073614,12862.531997353846,22725.30329787387
onshore_wind,1,1000.0,9072.591367869294,17164.808536336815,26828.102532056222
battery,1,0.0,1311.006083519632,3270.491034387854,31447.711715276986
Total,n/a,11500.0,32643.965175253772,48998.543103405646,93092.3772232288
