Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,70.20688796043396,65530.234402945585,62568.57522913649,0.04733461107213976
2,77.29536604881287,65530.234402945585,63617.46473690523,0.030066738339082737
3,81.15225481987,65426.15958468769,65232.03353831892,0.002975931238671725
