Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,2.3582707625891477e7,12091.25967802173,0.22264759696832215
solar_pv,1,3.0878142780737255e7,22725.303297873863,0.15510913529808157
onshore_wind,1,7.564185382640536e7,26828.102532056193,0.3218608103218805
battery,1,6.47317046315851e7,31447.711715276884,0.0
