Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.1525330685467742e8,20480.99237616667,0.6423892918489925
solar_pv,1,841737.2293956038,500.0,0.19217744963370248
onshore_wind,1,3.1831542436294896e6,1000.0,0.36337377210382865
battery,1,188497.37048070048,21393.0,0.0
