Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.1522622463125227e8,23193.424712000004,0.567129640154789
solar_pv,1,841662.3743131862,500.0,0.19216035943223728
onshore_wind,1,3.17608492640785e6,1000.0,0.36256677242099306
battery,1,0.0,0.0,0.0
