Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_natural_gas_fired_combustion_turbine_2,NENGREST_natural_gas_steam_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_natural_gas_fired_combustion_turbine_1,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_CT_naturalgas_ccccsavgcf_mid_0,NENG_CT_naturalgas_ccavgcf_mid_0,NENG_CT_naturalgas_ctavgcf_mid_0,NENG_CT_battery_mid_0,NENG_CT_naturalgas_ccs100_mid_0,NENG_CT_landbasedwind_ltrg1_mid_110_1,NENG_CT_utilitypv_losangeles_mid_80_0_2_1,NENG_CT_offshorewind_otrg3_mid_fixed_1_176_77_1,NENG_ME_naturalgas_ccccsavgcf_mid_0,NENG_ME_naturalgas_ccavgcf_mid_0,NENG_ME_naturalgas_ctavgcf_mid_0,NENG_ME_battery_mid_0,NENG_ME_naturalgas_ccs100_mid_0,NENG_ME_landbasedwind_ltrg1_mid_110_1,NENG_ME_utilitypv_losangeles_mid_100_0_2_1,NENGREST_heat_load_shifting_1,NENG_CT_heat_load_shifting_1,NENG_ME_heat_load_shifting_1
t273,0.0,0.0,-31.656250959556218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249630647984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.641188039822323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.640675541239638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.640772405975758,0.0,0.0,0.0,0.0,0.0,0.0
t274,0.0,0.0,-31.65625095953492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624962927293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304361934681572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304361822781688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630436327134284,0.0,0.0,0.0,0.0,0.0,0.0
t275,0.0,0.0,-31.656250959519635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624962823806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304352550927023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304352440646827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630435420890099,0.0,0.0,0.0,0.0,0.0,0.0
t276,0.0,0.0,-31.656250959510427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249627548053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.163043490145808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434890514823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304344353502812,0.0,0.0,0.0,0.0,0.0,0.0
t277,0.0,0.0,-31.6562509595074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249627207963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304343188440615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304343078662664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434336584532,0.0,0.0,0.0,0.0,0.0,0.0
t278,0.0,0.0,-31.65625095951066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249627223257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304343818707112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304343752002756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304343914957975,0.0,0.0,0.0,0.0,0.0,0.0
t279,0.0,0.0,-31.6562509595203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249627599802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434264129471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304342499458133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1630434274300157,0.0,0.0,0.0,0.0,0.0,0.0
t280,0.0,0.0,-31.656250959536447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249628343943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347306275027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347172832767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304347375013034,0.0,0.0,0.0,0.0,0.0,0.0
t281,0.0,0.0,-31.656250959559213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624962946245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304357835062477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304357718134005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304357964838873,0.0,0.0,0.0,0.0,0.0,0.0
t282,0.0,0.0,-31.65625095958874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249630962634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.127708930931632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.12771087718365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.127759282369723,0.0,0.0,0.0,0.0,0.0,0.0
t283,0.0,0.0,-31.65625095962389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.6562496328084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198843872565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219883671253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.4921988344035,0.0,0.0,0.0,0.0,0.0,0.0
t284,0.0,0.0,-31.656250959650183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249634351866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219890988829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198906104896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219887272557,0.0,0.0,0.0,0.0,0.0,0.0
t285,0.0,0.0,-31.656250959668537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624963563416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198939112356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219893816562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219893331457,0.0,0.0,0.0,0.0,0.0,0.0
t286,0.0,0.0,-31.65625095967891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249636650028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219898618947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198987373406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198981372944,0.0,0.0,0.0,0.0,0.0,0.0
t287,0.0,0.0,-31.656250959681067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249637374145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198965886274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219896843009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198961099156,0.0,0.0,0.0,0.0,0.0,0.0
t288,0.0,0.0,-31.656250959676225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624963785161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219898097864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.4921989844099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219897617146,0.0,0.0,0.0,0.0,0.0,0.0
t289,0.0,0.0,-31.656250959665414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249638088678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219899387259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219899808832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219898905089,0.0,0.0,0.0,0.0,0.0,0.0
t290,0.0,0.0,-31.656250959648144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249638088255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219896442925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219896961588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198959664115,0.0,0.0,0.0,0.0,0.0,0.0
t291,0.0,0.0,-31.656250959623982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249637848994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198972693906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219897847906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219896793065,0.0,0.0,0.0,0.0,0.0,0.0
t292,0.0,0.0,-31.656250959592796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249637369452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198978464614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219894282263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198931607675,0.0,0.0,0.0,0.0,0.0,0.0
t293,0.0,0.0,-31.65625095955494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249636655268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219893891332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219894658305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198934955105,0.0,0.0,0.0,0.0,0.0,0.0
t294,0.0,0.0,-31.656250959511016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249635713557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219894038159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219894821922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198936254404,0.0,0.0,0.0,0.0,0.0,0.0
t295,0.0,0.0,-31.65625095946125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624963454597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.4921988947195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198902739815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219889042323,0.0,0.0,0.0,0.0,0.0,0.0
t296,0.0,0.0,-31.65625095940493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624963310267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219857562346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198585628856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219857001471,0.0,0.0,0.0,0.0,0.0,0.0
t297,0.0,0.0,-31.65625095934134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249631253694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198220830836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219822152149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219822477927,0.0,0.0,0.0,0.0,0.0,0.0
t298,0.0,0.0,-31.656250959272388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249629184043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.667649065983504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.668681278750437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.66958167148936,0.0,0.0,0.0,0.0,0.0,0.0
t299,0.0,0.0,-31.656250959202172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624962694961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.581270685394035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.583726653617973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.582760167789562,0.0,0.0,0.0,0.0,0.0,0.0
t300,0.0,0.0,-31.65625095913247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249624709968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.364438624731857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.36937506937424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.361856787834109,0.0,0.0,0.0,0.0,0.0,0.0
t301,0.0,0.0,-31.656250959068274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624962279997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.423584790078273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4231671589474693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.423366476821271,0.0,0.0,0.0,0.0,0.0,0.0
t302,0.0,0.0,-31.656250959009625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249621223424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304502066646248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304504857360663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304507360091655,0.0,0.0,0.0,0.0,0.0,0.0
t303,0.0,0.0,-31.656250958956583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624961998448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304491958408726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304494720428328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304497230723042,0.0,0.0,0.0,0.0,0.0,0.0
t304,0.0,0.0,-31.656250958909187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.6562496190876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304495334540256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304498119834204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304500627133112,0.0,0.0,0.0,0.0,0.0,0.0
t305,0.0,0.0,-31.656250958867226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249618498826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.4921977613223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219776220301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219775655441,0.0,0.0,0.0,0.0,0.0,0.0
t306,0.0,0.0,-31.656250958822685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249617646395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219842195756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219841127817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198416033546,0.0,0.0,0.0,0.0,0.0,0.0
t307,0.0,0.0,-31.65625095877058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624961636912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219840686188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198397537294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219840094214,0.0,0.0,0.0,0.0,0.0,0.0
t308,0.0,0.0,-31.656250958711148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624961482251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492198259344946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219825323694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219825104846,0.0,0.0,0.0,0.0,0.0,0.0
t309,0.0,0.0,-31.65625095864448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624961301527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219813242345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.4921981029592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219811438384,0.0,0.0,0.0,0.0,0.0,0.0
t310,0.0,0.0,-31.656250958570823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249610964984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219798126542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219793207503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219795021669,0.0,0.0,0.0,0.0,0.0,0.0
t311,0.0,0.0,-31.65625095849141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249608695806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219755645405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.492197452198496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.49219748919046,0.0,0.0,0.0,0.0,0.0,0.0
t312,0.0,0.0,-31.656250958409153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249606215532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.688427306215644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.68862640576875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.7912284248228,0.0,0.0,0.0,0.0,0.0,0.0
t313,0.0,0.0,-31.6562509583258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249603571947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.393515629896978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.392374001312422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.644902978260763,0.0,0.0,0.0,0.0,0.0,0.0
t314,0.0,0.0,-31.65625095824245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.65624960092818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.022991175673884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.02309087648995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29.078811539807642,0.0,0.0,0.0,0.0,0.0,0.0
t315,0.0,0.0,-31.656250958160307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249598280997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.385767782201473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.386332795474345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.421937383820463,0.0,0.0,0.0,0.0,0.0,0.0
t316,0.0,0.0,-31.65625095808193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249595633422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.393284189845634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.393519586505704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.414007900804283,0.0,0.0,0.0,0.0,0.0,0.0
t317,0.0,0.0,-31.65625095922426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249592988463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.841271905962717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.84151887227894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.85560395457836,0.0,0.0,0.0,0.0,0.0,0.0
t318,0.0,0.0,-31.656250959155365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249590344924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.20211224521189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.202277102363638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.2106179393174,0.0,0.0,0.0,0.0,0.0,0.0
t319,0.0,0.0,-31.65625095909083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249587704597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.745739456461576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.746752612204041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.746145920129376,0.0,0.0,0.0,0.0,0.0,0.0
t320,0.0,0.0,-31.656250959029165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-31.656249585063982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304359653537076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304362252294563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16304366369627593,0.0,0.0,0.0,0.0,0.0,0.0
