Zone,1
t1,46.23776248293317
t2,46.23776243030493
t3,46.23776240910624
t4,46.237762421035896
t5,46.237762427817884
t6,46.23776242809974
t7,47.742678545924846
t8,49.11141303661656
t9,4.0997351965913914e-7
t10,9.737087470607678e-9
t11,7.976493125108986e-9
t12,4.573165670339765e-9
t13,6.509757732137786e-9
t14,3.1069868700090906e-8
t15,2.197959506422401e-7
t16,32.13023518001829
t17,46.23776246392192
t18,94.70349443384094
t19,70.47062565202525
t20,70.47062548842523
t21,49.11141529572263
t22,49.11141302988925
t23,49.11141001326707
t24,46.81238805812505
t25,46.81238798988552
t26,46.23776243337336
t27,46.237762417999164
t28,46.23776243586533
t29,46.23776241460276
t30,46.237762422363545
t31,46.81238800345315
t32,49.11141300171041
t33,46.237762777756004
t34,46.237762383253745
t35,39.18399855414529
t36,39.183998530996405
t37,39.18399866064403
t38,39.18399864298582
t39,39.1839985787016
t40,39.18399867807439
t41,49.11141312499155
t42,49.111413474786765
t43,49.1114131579089
t44,49.11141303787773
t45,49.111412871927165
t46,46.23776261385156
t47,46.23776227219606
t48,46.23775982622487
t49,39.18399875740389
t50,39.18399865539014
t51,39.183998588304014
t52,39.183998608750194
t53,39.183998695580826
t54,39.18400011179929
t55,49.11141300660675
t56,64.1980769797906
t57,19.074800074615766
t58,8.264197116410481e-9
t59,2.8018650412305348e-9
t60,1.2820405679820243e-9
t61,8.141707864552539e-10
t62,1.0151391215052184e-9
t63,2.1981816386654254e-9
t64,9.782664199473405e-9
t65,32.19942301005182
t66,60.27610170321484
t67,49.11141464689087
t68,49.111414533454926
t69,49.11141405019168
t70,49.11141300524644
t71,49.111413018077585
t72,46.2377624184665
t73,39.18399872240213
t74,39.18399859650262
t75,39.18399854887944
t76,39.18399846211391
t77,39.1839984920801
t78,39.18399864540134
t79,46.62211621178381
t80,156.4450238021866
t81,1.1452663337738275e-6
t82,7.020570990583915e-8
t83,1.5556709745290518e-8
t84,1.072446875823437e-8
t85,1.3622003956485792e-8
t86,1.0767187939517517e-8
t87,4.834086306330069e-9
t88,5.121751496954988e-8
t89,36.83139882752847
t90,56.79337723214689
t91,50.62594863653103
t92,50.625948585235015
t93,50.625948260476974
t94,49.11141334649691
t95,49.1114129929997
t96,46.812388054276184
t97,46.81238802183375
t98,46.23776270275344
t99,46.2377624540431
t100,46.237762440033265
t101,46.23776244827752
t102,46.812388023569675
t103,49.11141303975538
t104,50.62594794130567
t105,46.23776245786937
t106,36.8313982959261
t107,36.831398690317855
t108,36.831398766738644
t109,36.831398816826336
t110,36.83139899651178
t111,39.18399874831717
t112,46.23776246573331
t113,46.812388164508384
t114,142.56063663435384
t115,49.11141392602116
t116,49.111413702599016
t117,49.11141302233071
t118,46.81238938721099
t119,46.81238797118225
t120,46.23776242147932
t121,39.18399932497657
t122,39.18399870813245
t123,39.18399861907623
t124,39.18399865162982
t125,39.18399874035253
t126,39.18399928423249
t127,46.23776243517106
t128,48.920803936675505
t129,48.92080437215601
t130,48.920804579919185
t131,41.12960963153689
t132,46.23776247693759
t133,46.23776224224825
t134,41.129608720656655
t135,41.1296090949392
t136,46.23776248810865
t137,49.11141303262548
t138,49.11141302354688
t139,49.11141297241944
t140,49.11141247014394
t141,46.2377624827569
t142,46.23776220206039
t143,39.18399858061526
t144,36.831398917021346
t145,36.83139881433752
t146,36.83139858050415
t147,36.83139842181252
t148,36.83139841376767
t149,36.83139873683641
t150,36.83139885569626
t151,41.53659793794124
t152,49.111413044134196
t153,36.831398792616014
t154,9.537400099515306
t155,11.595415988964149
t156,5.017676500591349e-8
t157,2.0683150947237683e-9
t158,1.6040817683748421e-9
t159,2.605710041729173e-9
t160,2.7050124338088467e-8
t161,4.029971717829023e-7
t162,126.04482387533159
t163,83.34492845848786
t164,49.11141359453214
t165,49.11141302299741
t166,46.23776200313642
t167,41.29093898556792
t168,41.29093896878661
t169,36.547447883807706
t170,30.656800803645925
t171,36.5545621277421
t172,36.55456212740459
t173,36.554562294587264
t174,36.55456220850184
t175,36.55456225289174
t176,27.41431332590044
t177,8.684972730666577e-9
t178,2.6068845356221834e-9
t179,1.2280234148678687e-9
t180,1.542277227575051e-9
t181,1.4408797917067273e-9
t182,1.4958846605540262e-9
t183,1.4690093320647282e-9
t184,2.3884935906032264e-9
t185,1.3655159511042863e-8
t186,36.55456226528016
t187,70.68866537153514
t188,70.68866325784269
t189,70.68866254664184
t190,37.15338799420185
t191,36.55456250143846
t192,36.55456251577332
t193,36.55456243557569
t194,36.5545622691004
t195,30.662821849846146
t196,30.662821691840584
t197,30.662821922625913
t198,36.55456225239375
t199,36.55456232837852
t200,36.55456214080508
t201,4.127626787941056e-7
t202,4.497186114176213e-9
t203,1.0421713120475762e-9
t204,8.749161029205601e-10
t205,3.021524645538628e-10
t206,2.447936675728294e-10
t207,1.6971509188947339e-10
t208,4.960677276075935e-10
t209,4.511421782527473e-9
t210,27.414313299951644
t211,40.21862621349416
t212,36.55456344017422
t213,36.55456245051066
t214,36.554562384554664
t215,36.554562300190206
t216,36.554562036877336
t217,36.554562326334555
t218,36.55456180036112
t219,36.554561977635636
t220,36.554562265904906
t221,36.55456237778242
t222,37.153387732984534
t223,136.07767955513435
t224,40.218679080924375
t225,26.0374239260524
t226,1.7532099215753873e-8
t227,1.2291660714206651e-8
t228,7.087187172499066e-9
t229,4.07821746325559e-9
t230,1.3012263464422426e-8
t231,2.3060305865182744e-7
t232,1.4291443220058197e-7
t233,27.41431231415173
t234,36.55456242415881
t235,128.44838297509665
t236,36.55456327167663
t237,36.55456250028628
t238,36.55456254170561
t239,36.55456251205319
t240,36.55456247737295
t241,36.554562238428566
t242,36.554562263372596
t243,30.662821682151087
t244,30.66282152880518
t245,30.662821923168792
t246,36.55456232603123
t247,36.5545631646696
t248,45.88928768660039
t249,3.764015717254837e-8
t250,5.823184085180851e-9
t251,5.516331821456701e-9
t252,4.751581234595337e-9
t253,1.8352988285122e-9
t254,1.138197222107411e-9
t255,1.2496309017597234e-9
t256,3.7760894789192034e-9
t257,2.9076648699042183e-8
t258,30.656798389648575
t259,62.151680462953415
t260,62.151686273588815
t261,62.15171899140919
t262,62.151685721093706
t263,36.5545623450116
t264,36.55456231126443
t265,36.55456178028481
t266,30.65679931079038
t267,30.656798662274557
t268,30.65679872576531
t269,30.65679900466726
t270,30.656800053574813
t271,36.55456226219704
t272,36.55456241898812
t273,19.074799951888924
t274,1.310724617442494e-8
t275,5.799535725087811e-9
