Segment,1,2,3,4,Total
t1400,5.537516863889614e-9,6.160564893819447e-9,1.0162576952461382e-8,2.9004242172228715e-8,5.086490088239916e-8
t1401,5.475377024725071e-9,6.083752183547079e-9,9.955230687847656e-9,2.7376872017195477e-8,4.889123191331528e-8
t1402,5.475377013004573e-9,6.083752168335303e-9,9.95523064705639e-9,2.7376871691552042e-8,4.8891231519948304e-8
t1403,5.475377010706671e-9,6.083752165099716e-9,9.955230638271641e-9,2.737687160530766e-8,4.889123141938569e-8
t1404,5.475377010028044e-9,6.083752163701154e-9,9.955230633953395e-9,2.7376871488354016e-8,4.889123129603661e-8
t1405,5.475377009655535e-9,6.083752162385026e-9,9.955230629442287e-9,2.7376871328705772e-8,4.889123113018862e-8
t1406,5.475377012804648e-9,6.08375216614636e-9,9.955230638695113e-9,2.7376871306870795e-8,4.8891231124516915e-8
t1407,5.475377010924102e-9,6.083752163183089e-9,9.955230630182195e-9,2.737687118024552e-8,4.889123098453491e-8
t1408,5.4753772790174336e-9,6.083752495902528e-9,9.955231521391448e-9,2.7376877978483294e-8,4.8891239274794704e-8
t1409,5.550946405632856e-9,6.177191009142572e-9,1.020790004295919e-8,2.937649766574387e-8,5.131253512347849e-8
t1410,5.844840428061054e-9,6.543325491890209e-9,1.1247967633264561e-8,4.0028144661787774e-8,6.36642782150036e-8
t1411,5.5509473802435845e-9,6.1771922222541336e-9,1.0207903362250792e-8,2.937652594665244e-8,5.131256891140095e-8
t1412,5.550946953129702e-9,6.1771916916837515e-9,1.0207901911059085e-8,2.9376513657452408e-8,5.1312554213324944e-8
t1413,5.552961746310777e-9,6.179686838566644e-9,1.0214717476588423e-8,2.9433029777438215e-8,5.1380395838904056e-8
t1414,5.552958161379657e-9,6.179682393348042e-9,1.0214705320577838e-8,2.9432927862172562e-8,5.13802737374781e-8
t1415,5.5529529244508295e-9,6.1796758996086756e-9,1.0214687563938746e-8,2.9432779058450874e-8,5.1380095446449124e-8
t1416,5.55295282156471e-9,6.1796757638905485e-9,1.0214687182258904e-8,2.9432774490058056e-8,5.138009025777222e-8
t1417,5.55295275856748e-9,6.179675679512887e-9,1.0214686943617376e-8,2.9432771436066973e-8,5.138008681776472e-8
t1418,5.552952725101289e-9,6.1796756345785134e-9,1.021468681647596e-8,2.9432769782327725e-8,5.138008495848349e-8
t1419,5.552952682207974e-9,6.179675579763514e-9,1.0214686664584969e-8,2.9432768232374683e-8,5.138008315893114e-8
t1420,5.5529526849715626e-9,6.179675583598047e-9,1.0214686675567289e-8,2.9432768409187603e-8,5.1380083353324505e-8
t1421,5.5529527337017535e-9,6.179675646917544e-9,1.0214686852378412e-8,2.9432770421654618e-8,5.138008565465233e-8
t1422,5.552952818876433e-9,6.179675761017593e-9,1.021468717503991e-8,2.9432774602129855e-8,5.138009035706379e-8
t1423,5.552953332274001e-9,6.179676409054514e-9,1.021468896153458e-8,2.943279155335648e-8,5.1380110256219575e-8
t1424,5.552952912909235e-9,6.179675893682527e-9,1.021468755832397e-8,2.9432780796853675e-8,5.1380097161769405e-8
t1425,5.533350131666652e-9,6.155408220594438e-9,1.0148552040314406e-8,2.8890294734193664e-8,5.072760512676916e-8
t1426,5.4753771137777474e-9,6.083752295285444e-9,9.95523098638681e-9,2.7376874436117985e-8,4.889123483156799e-8
t1427,5.475377092695296e-9,6.083752268908758e-9,9.955230915623436e-9,2.7376873893252382e-8,4.889123417047987e-8
t1428,5.476271825627883e-9,6.084856896961617e-9,9.95818910377502e-9,2.7399256707855698e-8,4.891857453422022e-8
t1429,5.4753770218586866e-9,6.083752179178581e-9,9.955230673712466e-9,2.7376871849322176e-8,4.889123172407191e-8
t1430,5.4753773835796325e-9,6.083752626196832e-9,9.955231870098753e-9,2.7376880818236652e-8,4.8891242698111865e-8
t1431,5.4753770296874316e-9,6.0837521882700475e-9,9.955230696711447e-9,2.737687186942852e-8,4.889123178409745e-8
t1432,5.533350089617785e-9,6.155408166571407e-9,1.0148551891035877e-8,2.8890293224498086e-8,5.0727603371723154e-8
t1433,5.5529529471108575e-9,6.179675938877885e-9,1.0214687686159714e-8,2.9432782613725517e-8,5.138009918587397e-8
t1434,5.552974589996428e-9,6.1797027475076305e-9,1.02147609494301e-8,2.9433391909554122e-8,5.138083019648828e-8
t1435,5.552974778785375e-9,6.179702980964973e-9,1.0214761587370513e-8,2.9433397147374386e-8,5.138083649449524e-8
t1436,5.55295329990039e-9,6.179676377996428e-9,1.0214688888983512e-8,2.943279291868262e-8,5.1380111485562954e-8
t1437,5.552971020643208e-9,6.1796983220710775e-9,1.0214748848604964e-8,2.9433290512704595e-8,5.138070870402385e-8
t1438,5.55295288976257e-9,6.179675862370164e-9,1.021468746989121e-8,2.9432779829267055e-8,5.1380096051291e-8
t1439,5.552952789487007e-9,6.1796757309593055e-9,1.0214687101624346e-8,2.9432775506483672e-8,5.1380091128554336e-8
t1440,5.550946304002471e-9,6.177190864042277e-9,1.0207899621728842e-8,2.9376490980815798e-8,5.1312527770589384e-8
t1441,5.550946264782511e-9,6.177190809709633e-9,1.0207899466089941e-8,2.937648867291468e-8,5.131252521349676e-8
t1442,5.550946231314459e-9,6.177190764873662e-9,1.0207899339372198e-8,2.9376487022081948e-8,5.1312523357642266e-8
t1443,5.55094623359834e-9,6.1771907659198205e-9,1.0207899340001143e-8,2.9376486690223472e-8,5.1312523029742776e-8
t1444,5.550946236518438e-9,6.17719076973165e-9,1.0207899350706448e-8,2.9376486808086757e-8,5.131252316504329e-8
t1445,5.550946310385433e-9,6.177190864079347e-9,1.0207899612088463e-8,2.9376489439617506e-8,5.1312526226170746e-8
t1446,5.552952880916049e-9,6.179675836419151e-9,1.0214687380627624e-8,2.9432776422720806e-8,5.138009252068363e-8
t1447,5.552975426423652e-9,6.179703769968543e-9,1.0214763728707255e-8,2.9433412745575025e-8,5.138085567067447e-8
t1448,5.746629558238447e-9,6.4204854065048125e-9,1.0889815011879304e-8,3.583408407309292e-8,5.889101404971548e-8
t1449,5.528100337214662e-9,6.148912408899311e-9,1.013090667405036e-8,2.8747755676217658e-8,5.055567509638199e-8
t1450,5.475377076657882e-9,6.083752248507849e-9,9.955230860413688e-9,2.737687338094062e-8,4.8891233566520036e-8
t1451,5.475377033717576e-9,6.083752194963133e-9,9.95523071694424e-9,2.7376872280094764e-8,4.8891232225719714e-8
t1452,5.475377034530947e-9,6.083752195152673e-9,9.95523071651072e-9,2.7376872150175087e-8,4.889123209636943e-8
t1453,5.475377047029581e-9,6.083752209813434e-9,9.955230754650618e-9,2.7376872292337563e-8,4.88912323038312e-8
t1454,5.475377871269585e-9,6.083753227362417e-9,9.95523347895746e-9,2.7376892804026507e-8,4.889125738161597e-8
t1455,5.528089828657524e-9,6.1488994076121225e-9,1.0130871430449615e-8,2.874747355306769e-8,5.055533421978695e-8
t1456,5.531751905165685e-9,6.1534305118830745e-9,1.0143177188147174e-8,2.884677950981432e-8,5.067513911501025e-8
t1457,5.552952890357507e-9,6.179675866844405e-9,1.0214687487183024e-8,2.94327806073374e-8,5.138009685172233e-8
t1458,5.7197464707603965e-9,6.386946409742925e-9,1.0793680779940895e-8,3.481377895934151e-8,5.7714152619785726e-8
t1459,5.603838944586243e-9,6.2427616769164226e-9,1.038820984626786e-8,3.0921034899861856e-8,5.315584536763238e-8
t1460,5.603837923122739e-9,6.242760407512419e-9,1.038820633445261e-8,3.092100369151944e-8,5.3155808356607205e-8
t1461,5.558982762487513e-9,6.1871446179345256e-9,1.023511103072531e-8,2.9603029168958598e-8,5.158426758010595e-8
t1462,5.55888411725187e-9,6.187022365199959e-9,1.023477558230261e-8,2.9600186116671456e-8,5.1580868181425896e-8
t1463,5.552952943071716e-9,6.179675921045241e-9,1.0214687621885656e-8,2.943277972283811e-8,5.138009620884072e-8
t1464,5.552952816416341e-9,6.1796757570842186e-9,1.0214687164586092e-8,2.9432774688432536e-8,5.138009042651919e-8
t1465,5.5509464888993916e-9,6.177191087683048e-9,1.0207900226479733e-8,2.9376494962944975e-8,5.1312532766007146e-8
t1466,5.5509461393529e-9,6.177190650678398e-9,1.0207899027753948e-8,2.937648440636321e-8,5.131252022414845e-8
t1467,5.5509461691748355e-9,6.177190685928329e-9,1.0207899121991833e-8,2.9376484873385356e-8,5.1312520850480355e-8
t1468,5.550946286316536e-9,6.1771908307710775e-9,1.0207899517604745e-8,2.9376488022441206e-8,5.1312524657133565e-8
t1469,5.550946431355606e-9,6.177191011547936e-9,1.0207900013002564e-8,2.937649230547162e-8,5.131252976137772e-8
t1470,5.550946257109478e-9,6.17719079941075e-9,1.0207899438479996e-8,2.9376488326160437e-8,5.1312524821160655e-8
t1471,5.550946280449025e-9,6.177190833781052e-9,1.020789953951402e-8,2.937649021961429e-8,5.1312526873358386e-8
t1472,5.537516594930848e-9,6.160564550057519e-9,1.016257600270811e-8,2.9004232531237648e-8,5.0864889678934124e-8
t1473,5.475377017408365e-9,6.083752167456022e-9,9.955230636208835e-9,2.7376870555822553e-8,4.889123037689578e-8
t1474,5.4753770119858285e-9,6.0837521622326816e-9,9.955230624722203e-9,2.737687078112882e-8,4.8891230580069535e-8
t1475,5.4753770101554035e-9,6.083752159810991e-9,9.955230618395064e-9,2.737687072768865e-8,4.889123051605011e-8
t1476,5.475377009656253e-9,6.0837521582292606e-9,9.955230613112313e-9,2.737687054367408e-8,4.88912303246719e-8
t1477,5.475377009516956e-9,6.083752156615048e-9,9.955230607041125e-9,2.7376870264660612e-8,4.8891230037833744e-8
t1478,5.475377009626662e-9,6.083752155311386e-9,9.955230601684624e-9,2.7376869971849835e-8,4.889122973847251e-8
t1479,5.475377011576549e-9,6.083752156903519e-9,9.955230604568425e-9,2.7376869820633606e-8,4.88912295936821e-8
t1480,5.475377021392193e-9,6.083752170421065e-9,9.955230641678204e-9,2.7376870226787575e-8,4.889123006027903e-8
t1481,5.550946237455648e-9,6.177190793967037e-9,1.020789944788794e-8,2.9376491840753292e-8,5.131252832006392e-8
t1482,5.608596053531707e-9,6.248665949311265e-9,1.0404569070366188e-8,3.106641984211016e-8,5.332825091531932e-8
t1483,5.608596097426694e-9,6.248666003153899e-9,1.0404569218744071e-8,3.1066421010908845e-8,5.332825233023351e-8
t1484,5.608595741778254e-9,6.24866555965888e-9,1.0404567986178147e-8,3.106640962700632e-8,5.33282389146216e-8
t1485,5.608594571726575e-9,6.248664105067716e-9,1.040456394961514e-8,3.106637323670102e-8,5.332819586311045e-8
t1486,5.6085875174685e-9,6.248655345681198e-9,1.0404539665041139e-8,3.1066156388382975e-8,5.332793891657381e-8
t1487,5.552952895312501e-9,6.179675859267172e-9,1.0214687450964631e-8,2.9432777764480304e-8,5.138009397002461e-8
t1488,5.552952852490563e-9,6.179675800242246e-9,1.0214687281927947e-8,2.9432775256235157e-8,5.1380091190895915e-8
t1489,5.5529527638547425e-9,6.17967568505333e-9,1.021468696011815e-8,2.943277157457316e-8,5.138008698359938e-8
t1490,5.552952752962258e-9,6.179675668091178e-9,1.0214686909403163e-8,2.9432770501676722e-8,5.1380085832133325e-8
t1491,5.55295279684956e-9,6.17967572075439e-9,1.0214687051224935e-8,2.9432771354278574e-8,5.138008692310746e-8
t1492,5.552952786653165e-9,6.17967570744159e-9,1.0214687014053013e-8,2.9432770930879682e-8,5.1380086439027455e-8
t1493,5.552952440723384e-9,6.179675279747648e-9,1.0214685846236491e-8,2.943276140721571e-8,5.138007497392323e-8
t1494,5.552951364096087e-9,6.179673949295478e-9,1.0214682214807647e-8,2.9432731858323824e-8,5.1380039386523034e-8
t1495,5.552952833706054e-9,6.17967577357374e-9,1.0214687205249429e-8,2.9432774107911535e-8,5.138008992044076e-8
t1496,5.550946243282946e-9,6.177190789177726e-9,1.0207899420162407e-8,2.9376489487504388e-8,5.131252594012747e-8
t1497,5.475377027432128e-9,6.08375217688854e-9,9.95523065768509e-9,2.7376870160555723e-8,4.889123002256148e-8
t1498,5.475377011812067e-9,6.083752159255621e-9,9.955230613464008e-9,2.7376870220761333e-8,4.889123000529303e-8
t1499,5.4753770100302925e-9,6.083752157486985e-9,9.955230609576592e-9,2.737687028789299e-8,4.8891230064986854e-8
t1500,5.47537700954011e-9,6.08375215671515e-9,9.955230607443886e-9,2.737687026177003e-8,4.889123003546917e-8
t1501,5.47537700937051e-9,6.0837521558924844e-9,9.955230604513203e-9,2.737687014263804e-8,4.889122991241424e-8
t1502,5.475377009404214e-9,6.083752155169085e-9,9.955230601564441e-9,2.7376869988707065e-8,4.889122975484481e-8
t1503,5.475377011259308e-9,6.083752157226464e-9,9.955230606447778e-9,2.7376869959255762e-8,4.889122973418931e-8
t1504,5.475377021619963e-9,6.0837521722528365e-9,9.955230648534079e-9,2.7376870533484573e-8,4.889123037589145e-8
t1505,5.55295193124043e-9,6.179674675052397e-9,1.0214684227655078e-8,2.9432752916901747e-8,5.138006375084965e-8
t1506,5.84196460612694e-9,6.5397214627070905e-9,1.123732224589997e-8,3.989366323287923e-8,6.351267154761322e-8
t1507,5.552954312082199e-9,6.179677629218261e-9,1.02146923105003e-8,2.9432820946885147e-8,5.138014519868591e-8
t1508,5.552954419750759e-9,6.179677760628342e-9,1.0214692667125444e-8,2.9432823574313977e-8,5.1380148421818525e-8
t1509,5.552954742516138e-9,6.179678157782891e-9,1.0214693749391159e-8,2.943283211020565e-8,5.138015875989584e-8
t1510,5.552954752311749e-9,6.179678164881234e-9,1.0214693762535773e-8,2.9432831321117882e-8,5.138015800084664e-8
t1511,5.552952913491329e-9,6.1796758806948004e-9,1.0214687508302986e-8,2.9432778089394698e-8,5.1380094391883814e-8
t1512,5.552952470833304e-9,6.179675325703111e-9,1.0214685982553613e-8,2.943276417846842e-8,5.138007795755845e-8
t1513,3.703422316737939e-9,4.1215843750781966e-9,6.814712361068653e-9,1.9662764163205054e-8,3.430248321608984e-8
t1514,3.7034218638215066e-9,4.121583812256206e-9,6.81471081948686e-9,1.9662751017558443e-8,3.4302467513123015e-8
t1515,3.7034218144732344e-9,4.1215837502538536e-9,6.8147106488254e-9,1.9662749448517155e-8,3.430246566206964e-8
t1516,3.7034218377589083e-9,4.121583779015668e-9,6.814710727351911e-9,1.966275008808368e-8,3.430246643221016e-8
t1517,3.7034219235670963e-9,4.121583886860618e-9,6.814711024305047e-9,1.9662752832967478e-8,3.4302469667700236e-8
t1518,3.704964790552577e-9,4.1234949356808465e-9,6.8199370369030176e-9,1.9706324060322992e-8,3.4354720823459434e-8
t1519,3.714035267296428e-9,4.1347335623609385e-9,6.850734707963773e-9,1.996567736869228e-8,3.466518090631342e-8
t1520,3.714035330629998e-9,4.1347336443671455e-9,6.850734937637134e-9,1.9965679858334748e-8,3.4665183770969026e-8
t1521,3.7140353413741824e-9,4.134733658459353e-9,6.850734977280447e-9,1.996568031025929e-8,3.466518428737327e-8
t1522,3.7140353154007587e-9,4.1347336266058076e-9,6.850734890205164e-9,1.9965679645155e-8,3.466518347736673e-8
t1523,3.704964819361895e-9,4.12349498242427e-9,6.819937178741249e-9,1.9706327057391157e-8,3.435472403791857e-8
t1524,3.7035728120706024e-9,4.1217707897109404e-9,6.815222013313867e-9,1.9667010051324317e-8,3.430757566641973e-8
t1525,3.7035745823959427e-9,4.121772982303013e-9,6.815228008849353e-9,1.966705998093996e-8,3.430763555448827e-8
t1526,3.7049649747079324e-9,4.123495174807066e-9,6.819937705771739e-9,1.970633145909548e-8,3.435472931438222e-8
t1527,3.703573611347542e-9,4.121771779276611e-9,6.815224719029863e-9,1.9667032516428117e-8,3.430760262608213e-8
t1528,3.7235730681743318e-9,4.14655792722763e-9,6.883256447006615e-9,2.0244439495535037e-8,3.4997826937943615e-8
t1529,3.7235733688727097e-9,4.1465583026467485e-9,6.8832574851105534e-9,2.024444887918007e-8,3.499783803581008e-8
t1530,3.7235733965800694e-9,4.146558338323016e-9,6.883257585321786e-9,2.0244449962325077e-8,3.499783928254995e-8
t1531,3.723573472121511e-9,4.14655843155855e-9,6.883257842316135e-9,2.0244452134789247e-8,3.499784188078544e-8
t1532,3.723573549036177e-9,4.146558525959718e-9,6.88325810145987e-9,2.024445422475011e-8,3.4997844401205874e-8
t1533,3.7235733137580886e-9,4.146558232668894e-9,6.883257290139672e-9,2.024444692932247e-8,3.499783576588912e-8
t1534,3.7183690305442694e-9,4.1401054373143605e-9,6.865494358214677e-9,2.0091560215781935e-8,3.4815529041855244e-8
t1535,3.714035304519823e-9,4.134733607945169e-9,6.850734832576561e-9,1.9965678294567686e-8,3.466518203960924e-8
t1536,3.711596740908951e-9,4.131711531139233e-9,6.842442501952144e-9,1.9895408279874312e-8,3.458115905387464e-8
t1537,3.7049648587297353e-9,4.123495017105028e-9,6.819937255979129e-9,1.97063253451198e-8,3.4354722476933696e-8
t1538,3.714035238682992e-9,4.134733515062748e-9,6.8507345632806546e-9,1.9965674083212907e-8,3.46651774002393e-8
t1539,3.7115967059546384e-9,4.1317114800528274e-9,6.842442352018393e-9,1.989540565167344e-8,3.4581156189699296e-8
t1540,3.7115967561195795e-9,4.131711542012829e-9,6.842442521787218e-9,1.9895407046588534e-8,3.4581157866508165e-8
t1541,3.7140352876949426e-9,4.134733575607972e-9,6.8507347294034545e-9,1.9965675449884818e-8,3.4665179042591186e-8
t1542,3.7140353495982714e-9,4.134733657168047e-9,6.850734959738466e-9,1.9965678218675745e-8,3.4665182185180525e-8
t1543,3.7235733675155292e-9,4.146558292641168e-9,6.883257447300793e-9,2.0244447215897335e-8,3.499783632335482e-8
t1544,3.946338150424792e-9,4.424698511735866e-9,7.685196452255966e-9,2.9208598014262034e-8,4.526483112867866e-8
t1545,3.7140353291185264e-9,4.134733642420267e-9,6.8507349321847815e-9,1.9965679846169935e-8,3.466518374989351e-8
t1546,3.6502513929898427e-9,4.0558348575128046e-9,6.636820658176845e-9,1.8251251818404994e-8,3.259415872708449e-8
t1547,3.6502513486667283e-9,4.055834802440159e-9,6.636820510745694e-9,1.825125072377039e-8,3.259415738562297e-8
t1548,3.6502513467904436e-9,4.055834799958674e-9,6.636820504056332e-9,1.825125066685888e-8,3.259415731766433e-8
t1549,3.650251346819067e-9,4.055834799668633e-9,6.636820502899824e-9,1.8251250614049695e-8,3.259415726343722e-8
t1550,3.6502513475914257e-9,4.055834800684973e-9,6.6368205055624215e-9,1.8251250624296776e-8,3.25941572781356e-8
t1551,3.650251355716829e-9,4.05583481082671e-9,6.636820532531563e-9,1.825125080140921e-8,3.2594157500484314e-8
t1552,3.6854004770240364e-9,4.099275265889208e-9,6.753938686751063e-9,1.9165180168616282e-8,3.370379459828059e-8
t1553,3.734824831444796e-9,4.160516000821955e-9,6.921804636657589e-9,2.0581552401748155e-8,3.5398697870672496e-8
t1554,3.907408042487013e-9,4.375816923723192e-9,7.538922592548033e-9,2.7202631046329883e-8,4.302477860508812e-8
t1555,3.734824826649765e-9,4.1605159977530015e-9,6.921804631045533e-9,2.058155272541799e-8,3.5398698180866285e-8
t1556,3.723573384708874e-9,4.146558324142192e-9,6.883257546389635e-9,2.0244449521545668e-8,3.499783877678637e-8
t1557,3.7235733202700957e-9,4.146558242798537e-9,6.88325732008522e-9,2.0244447361274467e-8,3.499783624442832e-8
t1558,3.7183691762698087e-9,4.140105620220539e-9,6.8654948644184855e-9,2.009156480276084e-8,3.4815534463669676e-8
t1559,3.7140353445478965e-9,4.134733659744262e-9,6.850734977903639e-9,1.996567978823933e-8,3.4665183770435124e-8
t1560,3.7140352840006377e-9,4.134733580240265e-9,6.8507347539688236e-9,1.9965677197168383e-8,3.466518081537811e-8
t1561,3.7115976747145846e-9,4.131712687777605e-9,6.842445673899562e-9,1.9895434933233346e-8,3.4581190969625096e-8
t1562,3.7115975152061587e-9,4.131712488469996e-9,6.842445125043608e-9,1.9895430015546878e-8,3.4581185144266645e-8
t1563,3.7115974513191453e-9,4.131712408559191e-9,6.842444904872588e-9,1.9895428025804006e-8,3.458118279055493e-8
t1564,3.711597440358104e-9,4.131712395023482e-9,6.842444867834129e-9,1.9895427724672977e-8,3.4581182427888694e-8
t1565,3.714035044874526e-9,4.134733279934878e-9,6.850733924542447e-9,1.9965669500741915e-8,3.466517175009377e-8
t1566,3.7183691682049487e-9,4.14010560201983e-9,6.865494804224007e-9,2.009156298582625e-8,3.4815532560275034e-8
t1567,3.723573465791257e-9,4.14655841838039e-9,6.8832577988713375e-9,2.02444508331984e-8,3.4997840516241384e-8
t1568,3.765844672750133e-9,4.199046513947639e-9,7.029111280137767e-9,2.156022647254005e-8,3.6554228939375583e-8
t1569,3.714035289889755e-9,4.13473359618075e-9,6.850734808259093e-9,1.9965679136093e-8,3.4665182830422596e-8
t1570,3.703419273222929e-9,4.1215806201461624e-9,6.814702113560057e-9,1.966268138228133e-8,3.430238338921048e-8
t1571,3.6502518055441198e-9,4.055835368701972e-9,6.636822029769341e-9,1.8251262322383102e-8,3.259417152639853e-8
t1572,3.6508490954708865e-9,4.056572776796302e-9,6.638796805629748e-9,1.8266204319041076e-8,3.2612422996938016e-8
t1573,3.650251830843553e-9,4.0558353992193745e-9,6.636822110698344e-9,1.8251262851096465e-8,3.2594172191857736e-8
t1574,3.650251416198295e-9,4.0558348872220724e-9,6.636820739552646e-9,1.825125247357435e-8,3.259415951654736e-8
t1575,3.6502515612507966e-9,4.055835066126895e-9,6.63682121833438e-9,1.8251256051628486e-8,3.259416389734055e-8
t1576,3.7049648134064846e-9,4.1234949751664835e-9,6.819937158918758e-9,1.9706326897588727e-8,3.435472384508045e-8
t1577,3.72357365522345e-9,4.146558659240705e-9,6.8832584711297266e-9,2.0244457465618712e-8,3.499784825121259e-8
t1578,3.748478799222418e-9,4.177466946345122e-9,6.968849711575512e-9,2.1003148672804236e-8,3.5897944129947285e-8
t1579,3.8708482542436185e-9,4.330017758280277e-9,7.404000069844818e-9,2.552431447834029e-8,4.1129180560709e-8
t1580,3.748469990535744e-9,4.177456005396433e-9,6.96881926839793e-9,2.1002872296462397e-8,3.5897617560792505e-8
t1581,3.723573938454182e-9,4.146559011546712e-9,6.883259443994665e-9,2.02444659433571e-8,3.499785833735266e-8
t1582,3.7235733768614583e-9,4.146558312598309e-9,6.8832575123076655e-9,2.0244448820567723e-8,3.4997838022335155e-8
t1583,3.723573288975529e-9,4.146558199423074e-9,6.883257195120094e-9,2.0244445461197752e-8,3.499783414471645e-8
t1584,3.723573256289006e-9,4.146558154379782e-9,6.883257065495898e-9,2.0244443642508734e-8,3.499783211867342e-8
t1585,3.7235731723838457e-9,4.146558046906537e-9,6.883256764984575e-9,2.024444048984507e-8,3.4997828474120027e-8
t1586,3.723573041318467e-9,4.146557882437561e-9,6.883256309323026e-9,2.024443623168975e-8,3.4997823464768805e-8
t1587,3.7235725232226566e-9,4.146557239141688e-9,6.883254535579596e-9,2.024442075927611e-8,3.4997805057220054e-8
t1588,3.714035372201914e-9,4.134733685662463e-9,6.850735039236123e-9,1.9965678874792736e-8,3.466518297189324e-8
t1589,3.7140353096900402e-9,4.134733609343334e-9,6.850734831069639e-9,1.9965677344278293e-8,3.46651810943813e-8
t1590,3.714035415019187e-9,4.134733743829932e-9,6.850735205412536e-9,1.996568117824964e-8,3.46651855425113e-8
t1591,3.7235733611278085e-9,4.146558289075155e-9,6.883257443159066e-9,2.024444782782646e-8,3.499783692118849e-8
t1592,3.726472136125763e-9,4.150153371988534e-9,6.893169643757086e-9,2.0330430646449956e-8,3.510022579832134e-8
t1593,3.7049647957424454e-9,4.123494954454359e-9,6.819937103860203e-9,1.97063267091631e-8,3.435472356322011e-8
t1594,3.6502513560929635e-9,4.055834813979924e-9,6.636820544781171e-9,1.825125126264552e-8,3.259415797749958e-8
t1595,3.650251345921064e-9,4.055834800788815e-9,6.636820509054543e-9,1.8251250949994735e-8,3.2594157605759154e-8
t1596,3.650251345128927e-9,4.0558347993080985e-9,6.636820504575298e-9,1.8251250855994906e-8,3.259415750500723e-8
t1597,3.650251345100228e-9,4.055834798776507e-9,6.636820502567288e-9,1.8251250771621607e-8,3.2594157418065626e-8
t1598,3.6502513454490023e-9,4.05583479907911e-9,6.63682050313986e-9,1.8251250745009413e-8,3.259415739267739e-8
t1599,3.6502513483761927e-9,4.0558348025867935e-9,6.636820512248867e-9,1.8251250774985446e-8,3.2594157438197296e-8
t1600,3.683483382549803e-9,4.09690354930748e-9,6.747502923877752e-9,1.911344918687921e-8,3.364133904261424e-8
t1601,3.7235732289228507e-9,4.146558129714845e-9,6.8832570100562344e-9,2.0244444605047293e-8,3.499783297374122e-8
t1602,3.771979836059395e-9,4.2066758124027355e-9,7.0505163380237625e-9,2.176288561135464e-8,3.679205759784054e-8
t1603,3.771979810111019e-9,4.206675780289305e-9,7.050516248021353e-9,2.176288475791992e-8,3.67920565963416e-8
t1604,3.7719798021365645e-9,4.206675769486613e-9,7.0505162170630645e-9,2.1762884367132307e-8,3.679205615581855e-8
t1605,3.771979619181682e-9,4.206675540514222e-9,7.0505155724109615e-9,2.1762878037117323e-8,3.679204876922419e-8
t1606,3.7235761174079474e-9,4.1465617139884976e-9,6.883266901918987e-9,2.024453049467025e-8,3.4997935227985683e-8
t1607,3.723573381729161e-9,4.146558316141127e-9,6.883257520400634e-9,2.0244448232282076e-8,3.4997837450552995e-8
t1608,3.7235732814781924e-9,4.146558186853017e-9,6.883257157818029e-9,2.0244444389981306e-8,3.499783301613055e-8
t1609,3.72357326121382e-9,4.146558158171974e-9,6.883257074573978e-9,2.024444312915282e-8,3.499783162311259e-8
t1610,3.7235732568570357e-9,4.1465581509425694e-9,6.883257052435477e-9,2.024444264447566e-8,3.4997831104710745e-8
t1611,3.719372577538932e-9,4.141349566961066e-9,6.86891628881422e-9,2.0120892413254607e-8,3.485053084656883e-8
t1612,3.7193723144296865e-9,4.141349240722381e-9,6.868915391121395e-9,2.012088471512706e-8,3.4850521661400524e-8
t1613,3.7193723363176548e-9,4.141349269077819e-9,6.86891547087144e-9,2.0120885621863643e-8,3.4850522698130556e-8
t1614,3.7235732084778886e-9,4.146558094975108e-9,6.8832569031448045e-9,2.024444212949491e-8,3.499783033609271e-8
t1615,3.723573398645307e-9,4.146558336647433e-9,6.883257577197567e-9,2.0244448922461936e-8,3.4997838234952244e-8
t1616,3.73282197589287e-9,4.158030710132356e-9,6.914928413304847e-9,2.0520875839590418e-8,3.532665693892049e-8
t1617,3.7049648248975457e-9,4.123494990576609e-9,6.81993720373435e-9,1.9706327524646953e-8,3.435472454385546e-8
t1618,3.6502513635673836e-9,4.055834823373407e-9,6.636820570773207e-9,1.825125148035254e-8,3.2594158238066536e-8
t1619,3.650251346056308e-9,4.055834801208178e-9,6.636820511076885e-9,1.8251251002858127e-8,3.25941576611995e-8
t1620,3.6502513442538272e-9,4.055834798398226e-9,6.636820503026869e-9,1.8251250880698288e-8,3.259415752637721e-8
t1621,3.6502513432346493e-9,4.05583479639555e-9,6.636820496939679e-9,1.825125074468257e-8,3.259415738125245e-8
t1622,3.6502513431109085e-9,4.055834795795659e-9,6.636820494820385e-9,1.825125066407304e-8,3.25941572978e-8
t1623,3.6502513446928265e-9,4.055834797602741e-9,6.63682049934518e-9,1.8251250658698132e-8,3.259415730033888e-8
t1624,3.650251365687148e-9,4.055834824197629e-9,6.6368205709697374e-9,1.8251251239395433e-8,3.2594158000249945e-8
t1625,3.714035329662066e-9,4.134733646569349e-9,6.850734949439172e-9,1.9965680558110352e-8,3.466518448378094e-8
t1626,3.762895713383871e-9,4.19538040098427e-9,7.018844143816238e-9,2.146392307656422e-8,3.64410433347486e-8
t1627,3.7628953828327276e-9,4.1953799897681225e-9,7.018842993067011e-9,2.1463912269255384e-8,3.644103063492324e-8
t1628,3.762893715121013e-9,4.195377916131626e-9,7.018837191923007e-9,2.14638580891432e-8,3.644096691231884e-8
