Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,71.20531487464905,66187.90598154566,63228.48075086517,0.046805256041835074
2,81.9134202003479,66187.90598154566,64515.31227395011,0.025925530678565768
3,80.7809247970581,65944.37549424522,65889.7051169191,0.0008297256336041327
