Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,2.3582707625891257e7,12091.259678021705,0.22264759696832054
solar_pv,1,3.7955805907143615e7,22725.303297873932,0.19066212225275156
onshore_wind,1,6.856419069999962e7,26828.102532056364,0.2917449118633585
battery,1,6.473170463158684e7,31447.711715277597,0.0
