Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_combined_cycle,1,22227.117129613547,0.0,-3.552713678800501e-12,22227.117129613544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,2075.215527486064,0.0,0.0,2075.215527486064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,611.4807725763426,-0.0,0.0,611.4807725763426,1716.9159377825126,0.0,0.0,1716.9159377825126,0.0,0.0,0.0,0.0
Total,n/a,25413.813429675953,0.0,-3.552713678800501e-12,25413.81342967595,1716.9159377825126,0.0,0.0,1716.9159377825126,0.0,0.0,0.0,0.0
