Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_combined_cycle,1,10000.0,0.0,11491.990319548491,21491.99031954849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,1000.0,-0.0,447.87798044763315,1447.8779804476333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,0.0,-0.0,7131.0,7131.0,0.0,0.0,7131.0,7131.0,0.0,0.0,0.0,0.0
Total,n/a,11500.0,0.0,19070.868299996124,30570.868299996124,0.0,0.0,7131.0,7131.0,0.0,0.0,0.0,0.0
