Resource,natural_gas_combined_cycle,solar_pv,onshore_wind,battery
Zone,1,1,1,1
t1,70.30788544115163,0.0,0.0,0.0
t2,70.30788544115163,0.0,0.0,0.0
t3,70.30788544115163,0.0,0.0,0.0
t4,70.30788544115163,0.0,0.0,0.0
t5,70.30788544115163,0.0,0.0,0.0
t6,70.30788544115163,0.0,0.0,0.0
t7,70.30788544115163,0.0,0.0,0.0
t8,70.30788544115163,0.0,0.0,0.0
t9,70.30788544115163,0.0,0.0,0.0
t10,70.30788544115163,0.0,0.0,0.0
t11,70.30788544115163,0.0,0.0,0.0
t12,70.30788544115163,0.0,0.0,0.0
t13,70.30788544115163,0.0,0.0,0.0
t14,70.30788544115163,0.0,0.0,0.0
t15,70.30788544115163,0.0,0.0,0.0
t16,70.30788544115163,0.0,0.0,0.0
t17,70.30788544115163,0.0,0.0,0.0
t18,70.30788544115163,0.0,0.0,0.0
t19,70.30788544115163,0.0,0.0,0.0
t20,70.30788544115163,0.0,0.0,0.0
t21,70.30788544115163,0.0,0.0,0.0
t22,70.30788544115163,0.0,0.0,0.0
t23,70.30788544115163,0.0,0.0,0.0
t24,70.30788544115163,0.0,0.0,0.0
t25,70.30788544115163,0.0,0.0,0.0
t26,70.30788544115163,0.0,0.0,0.0
t27,70.30788544115163,0.0,0.0,0.0
t28,70.30788544115163,0.0,0.0,0.0
t29,70.30788544115163,0.0,0.0,0.0
t30,70.30788544115163,0.0,0.0,0.0
t31,70.30788544115163,0.0,0.0,0.0
t32,70.30788544115163,0.0,0.0,0.0
t33,70.30788544115163,0.0,0.0,0.0
t34,70.30788544115163,0.0,0.0,0.0
t35,70.30788544115163,0.0,0.0,0.0
t36,70.30788544115163,0.0,0.0,0.0
t37,70.30788544115163,0.0,0.0,0.0
t38,70.30788544115163,0.0,0.0,0.0
t39,70.30788544115163,0.0,0.0,0.0
t40,70.30788544115163,0.0,0.0,0.0
t41,70.30788544115163,0.0,0.0,0.0
t42,70.30788544115163,0.0,0.0,0.0
t43,70.30788544115163,0.0,0.0,0.0
t44,70.30788544115163,0.0,0.0,0.0
t45,70.30788544115163,0.0,0.0,0.0
t46,70.30788544115163,0.0,0.0,0.0
t47,70.30788544115163,0.0,0.0,0.0
t48,70.30788544115163,0.0,0.0,0.0
t49,70.30788544115163,0.0,0.0,0.0
t50,70.30788544115163,0.0,0.0,0.0
t51,70.30788544115163,0.0,0.0,0.0
t52,70.30788544115163,0.0,0.0,0.0
t53,70.30788544115163,0.0,0.0,0.0
t54,70.30788544115163,0.0,0.0,0.0
t55,73.42782972334005,0.0,0.0,0.0
t56,73.42782972334005,0.0,0.0,0.0
t57,73.42782972334005,0.0,0.0,0.0
t58,73.42782972334005,0.0,0.0,0.0
t59,73.42782972334005,0.0,0.0,0.0
t60,73.42782972334005,0.0,0.0,0.0
t61,73.42782972334005,0.0,0.0,0.0
t62,73.42782972334005,0.0,0.0,0.0
t63,73.42782972334005,0.0,0.0,0.0
t64,73.42782972334005,0.0,0.0,0.0
t65,73.42782972334005,0.0,0.0,0.0
t66,73.42782972334005,0.0,0.0,0.0
t67,73.42782972334005,0.0,0.0,0.0
t68,73.42782972334005,0.0,0.0,0.0
t69,73.42782972334005,0.0,0.0,0.0
t70,73.42782972334005,0.0,0.0,0.0
t71,73.42782972334005,0.0,0.0,0.0
t72,73.42782972334005,0.0,0.0,0.0
t73,73.42782972334005,0.0,0.0,0.0
t74,73.42782972334005,0.0,0.0,0.0
t75,73.42782972334005,0.0,0.0,0.0
t76,73.42782972334005,0.0,0.0,0.0
t77,73.42782972334005,0.0,0.0,0.0
t78,73.42782972334005,0.0,0.0,0.0
t79,73.42782972334005,0.0,0.0,0.0
t80,73.42782972334005,0.0,0.0,0.0
t81,73.42782972334005,0.0,0.0,0.0
t82,73.42782972334005,0.0,0.0,0.0
t83,73.42782972334005,0.0,0.0,0.0
t84,73.42782972334005,0.0,0.0,0.0
t85,73.42782972334005,0.0,0.0,0.0
t86,73.42782972334005,0.0,0.0,0.0
t87,73.42782972334005,0.0,0.0,0.0
t88,73.42782972334005,0.0,0.0,0.0
t89,73.42782972334005,0.0,0.0,0.0
t90,73.42782972334005,0.0,0.0,0.0
t91,73.42782972334005,0.0,0.0,0.0
t92,73.42782972334005,0.0,0.0,0.0
t93,73.42782972334005,0.0,0.0,0.0
t94,73.42782972334005,0.0,0.0,0.0
t95,73.42782972334005,0.0,0.0,0.0
t96,73.42782972334005,0.0,0.0,0.0
t97,73.42782972334005,0.0,0.0,0.0
t98,73.42782972334005,0.0,0.0,0.0
t99,73.42782972334005,0.0,0.0,0.0
t100,73.42782972334005,0.0,0.0,0.0
t101,73.42782972334005,0.0,0.0,0.0
t102,73.42782972334005,0.0,0.0,0.0
t103,73.42782972334005,0.0,0.0,0.0
t104,73.42782972334005,0.0,0.0,0.0
t105,73.42782972334005,0.0,0.0,0.0
t106,73.42782972334005,0.0,0.0,0.0
t107,73.42782972334005,0.0,0.0,0.0
t108,73.42782972334005,0.0,0.0,0.0
t109,73.42782972334005,0.0,0.0,0.0
t110,73.42782972334005,0.0,0.0,0.0
t111,73.42782972334005,0.0,0.0,0.0
t112,73.42782972334005,0.0,0.0,0.0
t113,73.42782972334005,0.0,0.0,0.0
t114,73.42782972334005,0.0,0.0,0.0
t115,73.42782972334005,0.0,0.0,0.0
t116,73.42782972334005,0.0,0.0,0.0
t117,73.42782972334005,0.0,0.0,0.0
t118,73.42782972334005,0.0,0.0,0.0
t119,73.42782972334005,0.0,0.0,0.0
t120,73.42782972334005,0.0,0.0,0.0
t121,73.42782972334005,0.0,0.0,0.0
t122,73.42782972334005,0.0,0.0,0.0
t123,73.42782972334005,0.0,0.0,0.0
t124,73.42782972334005,0.0,0.0,0.0
t125,73.42782972334005,0.0,0.0,0.0
t126,73.42782972334005,0.0,0.0,0.0
t127,73.42782972334005,0.0,0.0,0.0
t128,73.42782972334005,0.0,0.0,0.0
t129,73.42782972334005,0.0,0.0,0.0
t130,73.42782972334005,0.0,0.0,0.0
