Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_combined_cycle,1,10000.0,0.0,8203.157535723285,18203.157535723287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,500.0,-0.0,3559.537687178651,4059.5376871786507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,1000.0,0.0,8071.655544123864,9071.655544123863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,0.0,-0.0,1310.9707300180985,1310.9707300180985,0.0,-0.0,3083.5471256077085,3083.5471256077085,0.0,0.0,0.0,0.0
Total,n/a,11500.0,0.0,21145.3214970439,32645.3214970439,0.0,0.0,3083.5471256077085,3083.5471256077085,0.0,0.0,0.0,0.0
