Zone,1,Total
AnnualSum,3.3055771113869864e7,3.3055771113869864e7
t1,1194.7567341350982,1194.7567341350982
t2,1192.3676651870983,1192.3676651870983
t3,1190.589661729098,1190.589661729098
t4,1189.6947464630982,1189.6947464630982
t5,1189.5567639330982,1189.5567639330982
t6,1692.6246805004157,1692.6246805004157
t7,2600.482922975848,2600.482922975848
t8,2057.2187667293156,2057.2187667293156
t9,2655.0626862261747,2655.0626862261747
t10,3961.9460136595612,3961.9460136595612
t11,3879.111753977835,3879.111753977835
t12,3833.890341984364,3833.890341984364
t13,3871.5761798794824,3871.5761798794824
t14,3855.846374662868,3855.846374662868
t15,3626.6119879442303,3626.6119879442303
t16,3565.5503743910426,3565.5503743910426
t17,4159.518522532379,4159.518522532379
t18,3703.911033216793,3703.911033216793
t19,2314.9478932335232,2314.9478932335232
t20,2221.631428829165,2221.631428829165
t21,1910.1545966170067,1910.1545966170067
t22,1711.9959738157092,1711.9959738157092
t23,1644.107719322344,1644.107719322344
t24,1906.5911059204402,1906.5911059204402
t25,1737.5009167974551,1737.5009167974551
t26,1267.8410463644905,1267.8410463644905
t27,1266.8672839384906,1266.8672839384906
t28,1266.6465118904905,1266.6465118904905
t29,1267.4428682064906,1267.4428682064906
t30,1269.4692402184905,1269.4692402184905
t31,2118.750717953545,2118.750717953545
t32,2436.892117494858,2436.892117494858
t33,2221.9608627433468,2221.9608627433468
t34,1367.9683394777546,1367.9683394777546
t35,1283.4961499824906,1283.4961499824906
t36,1284.4383735444906,1284.4383735444906
t37,1284.3516416684906,1284.3516416684906
t38,1284.0047141644907,1284.0047141644907
t39,1283.8351927704905,1283.8351927704905
t40,1516.2192236106227,1516.2192236106227
t41,2723.2278129330903,2723.2278129330903
t42,3603.766348859101,3603.766348859101
t43,3685.270074175378,3685.270074175378
t44,3783.501529527947,3783.501529527947
t45,3039.599206058254,3039.599206058254
t46,2299.6948855706555,2299.6948855706555
t47,2149.483287434751,2149.483287434751
t48,1942.8824555095287,1942.8824555095287
t49,1939.9217446515288,1939.9217446515288
t50,1938.4433604015287,1938.4433604015287
t51,2404.584390843902,2404.584390843902
t52,2017.4679107545185,2017.4679107545185
t53,2073.6272818348625,2073.6272818348625
t54,2241.7375685481848,2241.7375685481848
t55,3592.0017920211185,3592.0017920211185
t56,4143.093679526023,4143.093679526023
t57,3889.36812967382,3889.36812967382
t58,1898.1590543820396,1898.1590543820396
t59,1898.7030997860275,1898.7030997860275
t60,1898.805601094028,1898.805601094028
t61,1898.5572325400278,1898.5572325400278
t62,1898.4705006640277,1898.4705006640277
t63,1898.2379015420277,1898.2379015420277
t64,2033.5173996415485,2033.5173996415485
t65,3381.989999798082,3381.989999798082
