Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_combined_cycle,1,22227.117129613544,12227.117129613549,13193.424712000004,23193.424712000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,500.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,2075.215527486064,1075.2155274860638,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,611.4807725763426,611.4807725763426,0.0,0.0,1716.9159377825126,1716.9159377825126,0.0,0.0,0.0,0.0,0.0,0.0
Total,n/a,25413.81342967595,13913.813429675954,13193.424712000004,24693.424712000004,1716.9159377825126,1716.9159377825126,0.0,0.0,0.0,0.0,0.0,0.0
