Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,72.0468909740448,66629.46968249275,63672.68061767453,0.04643732659179837
2,80.98171591758728,66629.46968249275,64882.82852125028,0.026919929371920257
3,79.49273300170898,66424.02404101031,66330.44399922117,0.0014108158508669556
