BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t110,21387.42606400979,6670.060962638739,-12602.487026648529,0.0,0.0,0.0,0.0,0.0,0.0,-15455.0
t111,20914.040390165614,10666.745019355316,-16247.78540952093,0.0,0.0,0.0,0.0,0.0,0.0,-15333.0
t112,29274.4364466978,8802.637634289247,-22645.074080987044,0.0,0.0,0.0,0.0,0.0,0.0,-15432.0
t113,21626.22624770593,13116.74273378518,-18330.96898149111,0.0,0.0,0.0,0.0,0.0,0.0,-16412.0
t114,22719.197343112886,13106.7571860817,-18340.95452919459,0.0,0.0,0.0,0.0,0.0,0.0,-17485.0
t115,19376.195325431956,10768.43049118233,-12722.625816614283,0.0,0.0,0.0,0.0,0.0,0.0,-17422.0
t116,16046.393105550149,979.6068944498475,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17026.0
t117,17332.54002183667,0.0,-942.5400218366563,0.0,0.0,0.0,0.0,0.0,0.0,-16390.0
t118,7116.716135488406,8223.283864511597,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15340.0
t119,14579.437156821026,0.0,-652.4371568210086,0.0,0.0,0.0,0.0,0.0,0.0,-13927.0
t120,9127.863606901048,3580.13639309895,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12708.0
t121,13607.778822016002,0.0,-1698.7788220160046,0.0,0.0,0.0,0.0,0.0,0.0,-11909.0
t122,12690.154348474258,0.0,-1214.1543484742563,0.0,0.0,0.0,0.0,0.0,0.0,-11476.0
t123,8765.333088888781,2488.6669111112205,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11254.0
t124,6558.804979163023,4640.195020836979,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11199.0
t125,8662.215447693885,2809.784552306114,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11472.0
t126,10243.492409462491,2198.5075905375043,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12442.0
t127,11044.067059787327,3220.932940212677,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14265.0
t128,10751.724069491878,4606.275930508121,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15358.0
t129,16260.906370627232,0.0,-776.9063706272341,0.0,0.0,0.0,0.0,0.0,0.0,-15484.0
t130,23204.45844133192,0.0,-7704.458441331921,0.0,0.0,0.0,0.0,0.0,0.0,-15500.0
t131,20501.140631074682,0.0,-5069.140631074683,0.0,0.0,0.0,0.0,0.0,0.0,-15432.0
t132,23208.626790996652,0.0,-8005.626790996651,0.0,0.0,0.0,0.0,0.0,0.0,-15203.0
t133,21631.02152805051,0.0,-6679.021528050514,0.0,0.0,0.0,0.0,0.0,0.0,-14952.0
t134,20037.525587359232,0.0,-5217.525587359232,0.0,0.0,0.0,0.0,0.0,0.0,-14820.0
t135,15343.61599325139,0.0,-729.6159932513877,0.0,0.0,0.0,0.0,0.0,0.0,-14614.0
t136,12070.352397267861,2614.647602732144,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14685.0
t137,11832.178097613949,3708.821902386042,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15541.0
t138,14902.60093920689,1459.3990607931105,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16361.999999999998
t139,13260.238823521451,2839.76117647855,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16100.000000000002
t140,8608.596154180552,7026.403845819446,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15635.0
t141,11984.600913918692,3032.3990860813,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15017.0
t142,12455.810203577481,1756.189796422513,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14212.0
t143,13116.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13116.0
t144,12779.317920274118,0.0,-789.3179202741152,0.0,0.0,0.0,0.0,0.0,0.0,-11990.0
t145,11579.51995462776,0.0,-460.51995462775875,0.0,0.0,0.0,0.0,0.0,0.0,-11119.0
t146,13871.714105530087,0.0,-3235.7141055300867,0.0,0.0,0.0,0.0,0.0,0.0,-10636.0
t147,15744.30148274878,0.0,-5371.30148274878,0.0,0.0,0.0,0.0,0.0,0.0,-10373.0
t148,14862.745511637482,0.0,-4594.745511637481,0.0,0.0,0.0,0.0,0.0,0.0,-10268.0
t149,10964.458074940176,0.0,-594.4580749401771,0.0,0.0,0.0,0.0,0.0,0.0,-10370.0
t150,6171.629208053672,4593.370791946326,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10765.0
t151,5279.408740576767,6198.591259423233,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11478.0
t152,5368.024933625725,6861.975066374269,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12230.0
t153,11425.682123487246,1575.317876512754,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13001.0
t154,16983.659316307967,0.0,-3517.659316307969,0.0,0.0,0.0,0.0,0.0,0.0,-13466.0
t155,22120.25777254143,2977.3468453230653,-11500.604617864497,0.0,0.0,0.0,0.0,0.0,0.0,-13597.0
t156,21075.668014137213,9734.111748560512,-17321.779762697723,0.0,0.0,0.0,0.0,0.0,0.0,-13488.0
t157,21426.007644924503,11630.852035175894,-19816.859680100395,0.0,0.0,0.0,0.0,0.0,0.0,-13240.0
t158,18963.75558759324,12721.978063841525,-18725.733651434766,0.0,0.0,0.0,0.0,0.0,0.0,-12960.0
t159,21880.44686941737,11165.632422929462,-20282.07929234683,0.0,0.0,0.0,0.0,0.0,0.0,-12764.0
t160,15515.100801270819,14415.805457002736,-17031.906258273553,0.0,0.0,0.0,0.0,0.0,0.0,-12899.0
t161,11483.531535826847,16904.090089724723,-14543.62162555157,0.0,0.0,0.0,0.0,0.0,0.0,-13844.0
t162,19242.167395984758,13498.272159645765,-17949.439555630528,0.0,0.0,0.0,0.0,0.0,0.0,-14791.0
t163,12469.168537886693,16798.2715886948,-14649.440126581492,0.0,0.0,0.0,0.0,0.0,0.0,-14618.0
t164,24671.535735384983,10462.587989945654,-20985.12372533064,0.0,0.0,0.0,0.0,0.0,0.0,-14149.0
t165,16320.100801270815,14415.805457002734,-17031.90625827355,0.0,0.0,0.0,0.0,0.0,0.0,-13704.0
t166,15679.10080127082,14415.805457002745,-17031.906258273564,0.0,0.0,0.0,0.0,0.0,0.0,-13063.0
t167,14840.100801270817,14415.805457002734,-17031.90625827355,0.0,0.0,0.0,0.0,0.0,0.0,-12224.0
t168,13918.100801270817,14415.805457002745,-17031.906258273564,0.0,0.0,0.0,0.0,0.0,0.0,-11302.0
t169,23137.555644761374,9479.578035257457,-21968.133680018833,0.0,0.0,0.0,0.0,0.0,0.0,-10649.0
t170,580.5098646616542,20559.600925307317,-10888.11078996897,0.0,0.0,0.0,0.0,0.0,0.0,-10252.0
t171,22269.86442764657,9607.423643814858,-21840.288071461433,0.0,0.0,0.0,0.0,0.0,0.0,-10037.0
t172,567.6656917293235,20425.023011773483,-11022.688703502805,0.0,0.0,0.0,0.0,0.0,0.0,-9970.0
t173,21309.480571308628,10095.615571983828,-21352.096143292463,0.0,0.0,0.0,0.0,0.0,0.0,-10053.0
t174,7878.910583985056,16969.400565645617,-14478.311149630674,0.0,0.0,0.0,0.0,0.0,0.0,-10370.0
t175,17479.103641986654,12393.804036644817,-19053.907678631476,0.0,0.0,0.0,0.0,0.0,0.0,-10819.0
t176,20148.232844102127,11345.739435587084,-20101.972279689206,0.0,0.0,0.0,0.0,0.0,0.0,-11392.0
t177,8441.346199520258,17573.682757878014,-13874.028957398275,0.0,0.0,0.0,0.0,0.0,0.0,-12141.0
t178,13038.236929310184,15532.237392983056,-15915.474322293236,0.0,0.0,0.0,0.0,0.0,0.0,-12655.0
t179,16510.115817065085,13891.797949105601,-17555.913766170688,0.0,0.0,0.0,0.0,0.0,0.0,-12846.0
t180,17620.63946762539,13350.036123825454,-18097.675591450836,0.0,0.0,0.0,0.0,0.0,0.0,-12873.0
t181,17737.588019222345,13220.561848026979,-18227.149867249314,0.0,0.0,0.0,0.0,0.0,0.0,-12731.0
t182,17594.18089568762,13169.765409794338,-18277.946305481953,0.0,0.0,0.0,0.0,0.0,0.0,-12486.0
t183,16338.536263940536,13686.587725667878,-17761.123989608415,0.0,0.0,0.0,0.0,0.0,0.0,-12264.0
t184,14670.346887706211,14510.682413785042,-16937.02930149125,0.0,0.0,0.0,0.0,0.0,0.0,-12244.0
t185,15485.854714835426,14320.928500220429,-17126.783215055864,0.0,0.0,0.0,0.0,0.0,0.0,-12680.0
t186,10480.294644114132,17432.70853558108,-14015.00317969521,0.0,0.0,0.0,0.0,0.0,0.0,-13898.0
t187,9801.860267184587,16190.007214240666,-11353.867481425255,0.0,0.0,0.0,0.0,0.0,0.0,-14638.0
t188,7406.334180273757,6920.665819726243,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14327.0
t189,7355.20364491492,6516.79635508508,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13872.0
t190,12936.229544629829,3343.9289809934817,-3126.158525623307,0.0,0.0,0.0,0.0,0.0,0.0,-13154.0
t191,9611.019423912432,2645.980576087567,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12257.0
t192,18257.94916441043,0.0,-6876.94916441043,0.0,0.0,0.0,0.0,0.0,0.0,-11381.0
t193,20976.451638095576,5820.649772756989,-16003.101410852561,0.0,0.0,0.0,0.0,0.0,0.0,-10794.0
t194,17959.322503573094,11969.194605851599,-19478.517109424694,0.0,0.0,0.0,0.0,0.0,0.0,-10450.0
t195,19257.88366992168,11220.914022677302,-20226.79769259899,0.0,0.0,0.0,0.0,0.0,0.0,-10252.0
t196,11466.952869041324,15132.879423117483,-16314.832292158808,0.0,0.0,0.0,0.0,0.0,0.0,-10285.0
t197,19996.13080022975,11006.79045752327,-20440.921257753023,0.0,0.0,0.0,0.0,0.0,0.0,-10562.0
t198,2707.1207785594643,20030.295468358414,-11417.416246917877,0.0,0.0,0.0,0.0,0.0,0.0,-11320.0
t199,17933.292432390663,12973.709641442816,-18474.002073833475,0.0,0.0,0.0,0.0,0.0,0.0,-12433.0
t200,13351.226854739283,15693.742430268503,-15753.969285007786,0.0,0.0,0.0,0.0,0.0,0.0,-13291.0
t201,14772.672533051256,15325.019591112517,-16122.692124163774,0.0,0.0,0.0,0.0,0.0,0.0,-13975.0
t202,11471.451054718891,17189.6303302787,-14258.081384997591,0.0,0.0,0.0,0.0,0.0,0.0,-14403.0
t203,33777.97711156161,6131.367301857337,-25316.344413418952,0.0,0.0,0.0,0.0,0.0,0.0,-14593.0
t204,16513.03310361899,14738.839305828651,-16708.87240944764,0.0,0.0,0.0,0.0,0.0,0.0,-14543.0
t205,17640.53667503692,14057.587520119685,-17390.124195156604,0.0,0.0,0.0,0.0,0.0,0.0,-14308.0
t206,17812.38840268099,13843.661656297656,-17604.050058978635,0.0,0.0,0.0,0.0,0.0,0.0,-14052.0
t207,16946.309066350106,14174.20132446309,-17273.5103908132,0.0,0.0,0.0,0.0,0.0,0.0,-13847.0
t208,16403.100801270815,14415.805457002736,-17031.906258273553,0.0,0.0,0.0,0.0,0.0,0.0,-13787.0
t209,16821.100801270815,14415.805457002736,-17031.906258273553,0.0,0.0,0.0,0.0,0.0,0.0,-14205.0
t210,11934.544608453803,17479.083553411245,-13968.628161865046,0.0,0.0,0.0,0.0,0.0,0.0,-15445.0
t211,24835.656994087836,11352.527360594231,-20095.18435468206,0.0,0.0,0.0,0.0,0.0,0.0,-16093.0
t212,16509.183061067175,15318.264327104558,-16129.447388171733,0.0,0.0,0.0,0.0,0.0,0.0,-15698.0
t213,15592.698453758656,15474.006630758815,-15973.705084517474,0.0,0.0,0.0,0.0,0.0,0.0,-15093.0
t214,16146.549476140912,14733.081119567689,-16714.6305957086,0.0,0.0,0.0,0.0,0.0,0.0,-14165.0
t215,18670.22196893137,12878.244873172456,-18569.466842103837,0.0,0.0,0.0,0.0,0.0,0.0,-12979.0
t216,16000.851046455968,13675.430334410166,-17772.281380866127,0.0,0.0,0.0,0.0,0.0,0.0,-11904.0
t217,11324.05598275055,15669.82786626287,-15777.88384901342,0.0,0.0,0.0,0.0,0.0,0.0,-11216.0
t218,11232.698930803766,15539.006392236264,-15908.705323040029,0.0,0.0,0.0,0.0,0.0,0.0,-10863.0
t219,16447.92932076716,12863.891197254567,-18583.820518021723,0.0,0.0,0.0,0.0,0.0,0.0,-10728.0
t220,14337.285803158778,13947.712956058755,-17499.998759217535,0.0,0.0,0.0,0.0,0.0,0.0,-10785.0
t221,13661.46693107147,9627.844466977858,-12154.31139804933,0.0,0.0,0.0,0.0,0.0,0.0,-11135.0
t222,9974.032488523737,2170.967511476259,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12145.0
t223,3794.0594026167414,9928.940597383267,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13723.0
t224,3670.0658269976866,10962.934173002312,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14633.0
t225,9818.757812943562,5098.242187056435,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14917.0
t226,14131.189690864083,770.8103091359156,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14902.0
t227,15748.834998597311,0.0,-882.834998597311,0.0,0.0,0.0,0.0,0.0,0.0,-14866.0
t228,19089.742927881853,747.2315428127641,-5118.974470694617,0.0,0.0,0.0,0.0,0.0,0.0,-14718.0
t229,25776.94939474996,4332.6999919959235,-15619.649386745885,0.0,0.0,0.0,0.0,0.0,0.0,-14490.0
t230,32354.819980778175,6734.445867249056,-24713.265848027233,0.0,0.0,0.0,0.0,0.0,0.0,-14376.0
t231,18545.821328341084,13587.945193467604,-17859.766521808688,0.0,0.0,0.0,0.0,0.0,0.0,-14274.0
t232,16895.10080127082,14415.805457002736,-17031.906258273553,0.0,0.0,0.0,0.0,0.0,0.0,-14279.0
t233,17315.100801270815,14415.805457002736,-17031.906258273553,0.0,0.0,0.0,0.0,0.0,0.0,-14699.0
t234,1236.3890607463027,23013.161327264996,-8434.550388011296,0.0,0.0,0.0,0.0,0.0,0.0,-15815.0
t235,27047.825646923717,10317.443034176289,-21130.268681100002,0.0,0.0,0.0,0.0,0.0,0.0,-16235.0
t236,22056.772000330795,12584.96985747275,-18862.741857803543,0.0,0.0,0.0,0.0,0.0,0.0,-15779.0
t237,5933.31750525261,20293.69710501184,-11154.01461026445,0.0,0.0,0.0,0.0,0.0,0.0,-15073.0
t238,19198.77373768261,13152.468988796838,-18295.242726479453,0.0,0.0,0.0,0.0,0.0,0.0,-14056.0
t239,19500.854914127623,12348.928400574334,-19098.78331470196,0.0,0.0,0.0,0.0,0.0,0.0,-12751.0
