Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,2.3582707625891674e7,12091.259678021754,0.2226475969683236
solar_pv,1,3.795580590714337e7,22725.303297873805,0.1906621222527514
onshore_wind,1,6.856419069999881e7,26828.10253205605,0.2917449118633585
battery,1,6.473170463158372e7,31447.711715276288,0.0
