BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.1943135825245693e8,495388.4096010156,-585288.763706304,0.0,0.0,0.0,0.0,0.0,0.0,-1.1934145789835162e8
t1,10911.573253273751,250.42674672625287,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11162.0
t2,10797.079248727854,0.0,-241.07924872785526,0.0,0.0,0.0,0.0,0.0,0.0,-10556.0
t3,11024.847205590779,0.0,-919.8472055907807,0.0,0.0,0.0,0.0,0.0,0.0,-10105.0
t4,10947.848526494916,0.0,-1069.8485264949156,0.0,0.0,0.0,0.0,0.0,0.0,-9878.0
t5,9843.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9843.0
t6,10017.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10017.0
t7,10390.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10390.0
t8,10727.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10727.0
t9,11298.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11298.0
t10,11513.553695411178,345.4463045888221,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11859.0
t11,12196.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12196.0
t12,12321.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12321.0
t13,12381.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12381.0
t14,12269.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12270.0
t15,12149.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12149.0
t16,12218.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12219.0
t17,12272.453801381438,1137.546198618563,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13410.0
t18,14538.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14539.0
t19,14454.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14454.0
t20,14012.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14012.0
t21,13494.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13494.0
t22,12772.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12772.0
t23,11877.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11877.0
t24,10874.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10874.0
t25,10025.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10025.0
t26,9511.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9511.0
t27,8784.341113694676,479.65888630532413,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9264.0
t28,10345.546198618564,0.0,-1137.546198618563,0.0,0.0,0.0,0.0,0.0,0.0,-9208.0
t29,10021.534737773882,0.0,-611.53473777388,0.0,0.0,0.0,0.0,0.0,0.0,-9410.0
t30,10493.741593750172,0.0,-569.7415937501713,0.0,0.0,0.0,0.0,0.0,0.0,-9924.0
t31,10432.833753787743,263.1662462122548,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10696.0
t32,10191.453801381436,1137.546198618563,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11329.0
t33,11543.061055318109,561.9389446818914,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12105.0
t34,12899.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12899.0
t35,13512.733456566726,0.0,-30.733456566727213,0.0,0.0,0.0,0.0,0.0,0.0,-13482.0
t36,14322.037311169704,0.0,-601.0373111697049,0.0,0.0,0.0,0.0,0.0,0.0,-13721.0
t37,14393.253188640192,0.0,-694.2531886401948,0.0,0.0,0.0,0.0,0.0,0.0,-13699.0
t38,14214.08793635327,0.0,-603.0879363532708,0.0,0.0,0.0,0.0,0.0,0.0,-13611.0
t39,13957.710637412727,0.0,-389.7106374127235,0.0,0.0,0.0,0.0,0.0,0.0,-13568.0
t40,13335.57506430375,438.42493569624895,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13774.0
t41,15066.000000000002,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15066.0
t42,16373.999999999998,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16373.999999999998
t43,16230.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16230.0
t44,14700.453801381438,1137.546198618563,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15838.0
t45,15197.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15197.0
t46,14189.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14189.0
t47,12940.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12940.0
t48,12256.505499724859,0.0,-448.50549972485965,0.0,0.0,0.0,0.0,0.0,0.0,-11808.0
t49,12194.546198618564,0.0,-1137.546198618563,0.0,0.0,0.0,0.0,0.0,0.0,-11057.0
t50,10957.917978304511,0.0,-275.91797830451094,0.0,0.0,0.0,0.0,0.0,0.0,-10682.0
t51,10502.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10502.0
t52,10524.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10524.0
t53,10901.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10901.0
