Resource,Zone,StartCap_p1,EndCap_p1,EndCap_p2,EndCap_p3
natural_gas_combined_cycle,1,10000.0,18383.156161253766,16304.812395973177,11759.109457851735
solar_pv,1,500.0,4143.054877766663,13575.301092169379,26425.218065217516
onshore_wind,1,1000.0,9034.981957024593,17239.61974149808,28838.762695221325
battery,1,0.0,1137.546198618563,2374.29222188585,16831.541194856072
Total,n/a,11500.0,32698.739194663583,49494.02545152649,83854.63141314665
