Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,75.67602801322937,151259.77299883356,148398.17553883823,0.019283238824229387
2,85.08398199081421,151259.77299883356,149784.1992156715,0.00985133138801509
