Resource,Zone,StartCap_p1,EndCap_p1,EndCap_p2,EndCap_p3
natural_gas_combined_cycle,1,10000.0,18935.76706447636,17423.353738804188,11157.279964595189
solar_pv,1,500.0,4101.363125725438,14114.457940234443,33472.09802837693
onshore_wind,1,1000.0,9230.23126449578,18123.018187835805,34868.462174288616
battery,1,0.0,468.23049076185663,468.23049076185663,9801.155460184471
Total,n/a,11500.0,32735.591945459437,50129.0603576363,89298.9956274452
