Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,68.37927103042603,65512.1763681197,62540.932204581324,0.04750879238286633
2,77.17604303359985,65512.1763681197,63576.2759284921,0.030450044633080087
3,80.07367610931396,65419.8324946508,65211.65264204782,0.0031923719790648165
