Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,42.38522911071777,47513.29747379784,46586.656212146685,0.019890701265001833
2,50.55069088935852,47513.29747379784,47405.64284771353,0.0022709242954502434
