BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,1.2969383814986303e8,6.247868215244454e7,-7.381696851659329e7,0.0,0.0,0.0,0.0,0.0,0.0,-1.183555517857143e8
t1,13715.340133369178,14069.968026586406,-16623.308159955584,0.0,0.0,0.0,0.0,0.0,0.0,-11162.0
t2,13109.340133369178,14069.968026586419,-16623.3081599556,0.0,0.0,0.0,0.0,0.0,0.0,-10556.0
t3,12658.340133369176,14069.968026586395,-16623.30815995557,0.0,0.0,0.0,0.0,0.0,0.0,-10105.0
t4,12431.340133369178,14069.968026586414,-16623.30815995559,0.0,0.0,0.0,0.0,0.0,0.0,-9878.0
t5,12396.340133369176,14069.968026586406,-16623.308159955584,0.0,0.0,0.0,0.0,0.0,0.0,-9843.0
t6,12570.340133369175,14069.968026586403,-16623.308159955577,0.0,0.0,0.0,0.0,0.0,0.0,-10017.0
t7,9229.191009165559,15927.042588688217,-14766.233597853776,0.0,0.0,0.0,0.0,0.0,0.0,-10390.0
t8,16994.489257572794,12212.8934644846,-18480.38272205739,0.0,0.0,0.0,0.0,0.0,0.0,-10727.0
t9,13851.340133369176,14069.968026586406,-16623.308159955584,0.0,0.0,0.0,0.0,0.0,0.0,-11298.0
t10,10677.520607153196,15937.377789694398,-14755.898396847595,0.0,0.0,0.0,0.0,0.0,0.0,-11859.0
t11,13912.453278258914,14488.41145414154,-16204.864732400452,0.0,0.0,0.0,0.0,0.0,0.0,-12196.0
t12,15593.44153868076,13710.417323930615,-16982.858862611378,0.0,0.0,0.0,0.0,0.0,0.0,-12321.0
t13,15027.25735483037,14023.509415855808,-16669.766770686183,0.0,0.0,0.0,0.0,0.0,0.0,-12381.0
t14,14541.442244370768,14210.916971085611,-16482.35921545638,0.0,0.0,0.0,0.0,0.0,0.0,-12270.0
t15,14884.150519467223,13979.062833537382,-16714.21335300461,0.0,0.0,0.0,0.0,0.0,0.0,-12149.0
t16,13714.398957039539,14598.938614751229,-16094.337571790764,0.0,0.0,0.0,0.0,0.0,0.0,-12219.0
t17,6058.62066262797,19022.32776195701,-11670.948424584982,0.0,0.0,0.0,0.0,0.0,0.0,-13410.0
t18,16124.793657419055,14553.741264561464,-16139.534921980527,0.0,0.0,0.0,0.0,0.0,0.0,-14539.0
t19,26347.647729116485,9399.814228712754,-21293.461957829237,0.0,0.0,0.0,0.0,0.0,0.0,-14454.0
t20,12570.414720011244,16067.430733265375,-14625.845453276617,0.0,0.0,0.0,0.0,0.0,0.0,-14012.0
t21,26491.940331454567,8847.667927543709,-21845.608258998283,0.0,0.0,0.0,0.0,0.0,0.0,-13494.0
t22,15325.340133369176,14069.968026586406,-16623.308159955584,0.0,0.0,0.0,0.0,0.0,0.0,-12772.0
t23,14430.340133369175,14069.968026586395,-16623.30815995557,0.0,0.0,0.0,0.0,0.0,0.0,-11877.0
t24,5237.921720403511,18164.67723306924,-12528.598953472752,0.0,0.0,0.0,0.0,0.0,0.0,-10874.0
t25,14801.315249646825,12958.480468447584,-17734.795718094407,0.0,0.0,0.0,0.0,0.0,0.0,-10025.0
t26,18030.78343005719,11086.7463782424,-19606.52980829959,0.0,0.0,0.0,0.0,0.0,0.0,-9511.0
