Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,2.3173841542720053e7,12105.022829081778,0.2185386792388624
solar_pv,1,3.0572707703274734e7,22883.493234153542,0.15251321510370697
onshore_wind,1,7.594728890386833e7,26985.7629525732,0.321272437380342
battery,1,6.247868215244459e7,30693.276186541993,0.0
