Zone,1,Total
AnnualSum,1.8909368704289127e7,1.8909368704289127e7
t1,249.1719117066737,249.1719117066737
t2,235.64403332517895,235.64403332517895
t3,225.57625584984208,225.57625584984208
t4,223.06382370241022,223.06382370241022
t5,222.92584117241054,222.92584117241054
t6,223.6118114644105,223.6118114644105
t7,235.88177213400004,235.88177213400004
t8,243.02410541146315,243.02410541146315
t9,513.4748817786935,513.4748817786935
t10,2839.4438191229824,2839.4438191229824
t11,1591.5498938117642,1591.5498938117642
t12,1426.6821937485236,1426.6821937485236
t13,1594.9605331623945,1594.9605331623945
t14,1533.1629041355147,1533.1629041355147
t15,1532.6858788175148,1532.6858788175148
t16,1532.9618438775146,1532.9618438775146
t17,3942.2370373427357,3942.2370373427357
t18,1680.5640572324214,1680.5640572324214
t19,424.595569447788,424.595569447788
t20,422.8530472117882,422.8530472117882
t21,420.8109057677885,420.8109057677885
t22,417.96452329178834,417.96452329178834
t23,265.13302233830535,265.13302233830535
t24,242.74282099071579,242.74282099071579
t25,239.39575904871637,239.39575904871637
t26,237.36938703671606,237.36938703671606
t27,236.3956246107158,236.3956246107158
t28,236.17485256271578,236.17485256271578
t29,236.97120887871571,236.97120887871571
t30,238.99758089071605,238.99758089071605
t31,316.7943255742818,316.7943255742818
t32,944.6893485671153,944.6893485671153
t33,316.6161463349397,316.6161463349397
t34,319.7463785869396,319.7463785869396
t35,322.0447733009394,322.0447733009394
t36,322.98699686293946,322.98699686293946
t37,322.90026498694,322.90026498694
t38,322.5533374829398,322.5533374829398
t39,503.51303383162514,503.51303383162514
t40,926.8947908096706,926.8947908096706
t41,753.537675794152,753.537675794152
t42,758.6942800581522,758.6942800581522
t43,1476.4169662953832,1476.4169662953832
t44,2176.5141152554916,2176.5141152554916
t45,820.2887411401684,820.2887411401684
t46,506.0569898618674,506.0569898618674
t47,501.1329847198676,501.1329847198676
t48,496.6702354638678,496.6702354638678
t49,493.7095246058671,493.7095246058671
t50,492.23114035586775,492.23114035586775
t51,777.0453334861412,777.0453334861412
t52,672.8737828803537,672.8737828803537
t53,674.3600518463534,674.3600518463534
t54,678.7754928063537,678.7754928063537
t55,1878.9483674393352,1878.9483674393352
t56,3344.0172454148433,3344.0172454148433
t57,1784.7413820529669,1784.7413820529669
t58,1037.5274606460332,1037.5274606460332
t59,1038.0715060500336,1038.0715060500336
t60,1038.1740073580331,1038.1740073580331
t61,346.16635323735795,346.16635323735795
t62,346.07962136135797,346.07962136135797
t63,345.8470222393583,345.8470222393583
t64,364.08304051046497,364.08304051046497
t65,402.09421639302934,402.09421639302934
t66,813.2976383003021,813.2976383003021
t67,553.6225943078135,553.6225943078135
t68,1035.406933412494,1035.406933412494
t69,389.31047020010425,389.31047020010425
t70,364.27049410764204,364.27049410764204
t71,333.7769596701474,333.7769596701474
t72,307.07837461360003,307.07837461360003
t73,290.4698902640422,290.4698902640422
t74,281.7415066878632,281.7415066878632
t75,280.9569774458627,280.9569774458627
t76,281.04370932186293,281.04370932186293
t77,287.10344660513687,287.10344660513687
t78,320.11766923031576,320.11766923031576
t79,1168.0259201422741,1168.0259201422741
t80,1561.621111828741,1561.621111828741
t81,1049.2198160228754,1049.2198160228754
t82,915.6644134255097,915.6644134255097
t83,915.5146038215092,915.5146038215092
t84,2622.4846465333294,2622.4846465333294
t85,2407.5572960867776,2407.5572960867776
t86,2621.0497677809262,2621.0497677809262
t87,3332.11991261844,3332.11991261844
t88,5324.953612427319,5324.953612427319
t89,6574.31552140726,6574.31552140726
t90,6691.755571359173,6691.755571359173
t91,5557.798572319213,5557.798572319213
t92,5024.315397415475,5024.315397415475
t93,3745.857127310346,3745.857127310346
t94,3490.7521387484658,3490.7521387484658
t95,2404.6139647150394,2404.6139647150394
t96,2196.811728121362,2196.811728121362
t97,2534.82876173589,2534.82876173589
t98,1601.9207968948174,1601.9207968948174
t99,1980.3255191221986,1980.3255191221986
t100,1600.8563602348172,1600.8563602348172
t101,1602.0311829188174,1602.0311829188174
t102,2489.0849666762606,2489.0849666762606
t103,4502.025613602896,4502.025613602896
t104,4236.262446880625,4236.262446880625
t105,3589.1389084000234,3589.1389084000234
t106,2862.2630485621476,2862.2630485621476
t107,2092.5343094360596,2092.5343094360596
t108,1412.358880744844,1412.358880744844
t109,1622.6929724928486,1622.6929724928486
t110,866.8873411047423,866.8873411047423
t111,901.2856074033177,901.2856074033177
t112,866.7966668707425,866.7966668707425
t113,870.6601777107423,870.6601777107423
t114,1239.5690252072834,1239.5690252072834
t115,2469.526639719027,2469.526639719027
t116,3801.1946375629996,3801.1946375629996
t117,3034.1331982326387,3034.1331982326387
t118,5168.249937501085,5168.249937501085
t119,2824.5299204777584,2824.5299204777584
t120,3809.7550979864095,3809.7550979864095
t121,2310.8391322289363,2310.8391322289363
t122,2389.471285480789,2389.471285480789
t123,3349.734366713604,3349.734366713604
t124,3916.3141204665067,3916.3141204665067
t125,3460.643166391117,3460.643166391117
t126,3410.8251246409127,3410.8251246409127
t127,3895.435244626396,3895.435244626396
t128,4391.673909218321,4391.673909218321
t129,2438.2283730322238,2438.2283730322238
t130,1039.2259050848318,1039.2259050848318
t131,1484.0544076857823,1484.0544076857823
t132,1038.055024758832,1038.055024758832
t133,1037.065492900832,1037.065492900832
t134,1493.785086504364,1493.785086504364
t135,3081.0000216965223,3081.0000216965223
t136,3728.7844582357234,3728.7844582357234
t137,4030.0956876084183,4030.0956876084183
t138,3519.296053048776,3519.296053048776
t139,3856.393258889934,3856.393258889934
t140,4732.610439795318,4732.610439795318
t141,3781.560231244254,3781.560231244254
t142,3347.928536324945,3347.928536324945
t143,2368.235911739213,2368.235911739213
t144,1846.225405101529,1846.225405101529
t145,1820.051345109216,1820.051345109216
t146,1017.9020586936722,1017.9020586936722
t147,1016.8652185396722,1016.8652185396722
t148,1016.4512709496718,1016.4512709496718
t149,2071.7773653678287,2071.7773653678287
t150,3742.81681377086,3742.81681377086
t151,4036.1955970343333,4036.1955970343333
t152,4115.856239078794,4115.856239078794
t153,2937.220073976957,2937.220073976957
t154,1188.7966068679718,1188.7966068679718
t155,1041.6719808125083,1041.6719808125083
t156,1041.2422637905083,1041.2422637905083
t157,1040.2645590065085,1040.2645590065085
t158,1039.1606987665086,1039.1606987665086
t159,1038.3879965985084,1038.3879965985084
t160,1083.9420971425611,1083.9420971425611
t161,2588.8012199953496,2588.8012199953496
t162,929.6984869927754,929.6984869927754
t163,326.3210002981685,326.3210002981685
t164,324.47203439616845,324.47203439616845
t165,322.71768508616907,322.71768508616907
t166,291.6083750783264,291.6083750783264
t167,272.87918372176847,272.87918372176847
t168,252.2971641380421,252.2971641380421
t169,278.1028199284842,278.1028199284842
t170,267.454638430179,267.454638430179
t171,265.13138907570476,265.13138907570476
t172,265.0407148417047,265.0407148417047
t173,265.5571637397052,265.5571637397052
t174,276.4784155957474,276.4784155957474
t175,291.7846093642105,291.7846093642105
t176,306.0337880307264,306.0337880307264
t177,328.19553287392637,328.19553287392637
t178,340.5231027642948,340.5231027642948
t179,345.374904432779,345.374904432779
t180,345.5375311784632,345.5375311784632
t181,344.00099976705275,344.00099976705275
t182,341.014859217863,341.014859217863
t183,340.644277565863,340.644277565863
t184,341.1213028838631,341.1213028838631
t185,373.68768643049475,373.68768643049475
t186,405.78786818900016,405.78786818900016
t187,392.7983660537052,392.7983660537052
t188,381.6826147966948,381.6826147966948
t189,379.75085937669536,379.75085937669536
t190,404.0085823864948,404.0085823864948
t191,330.2052426057263,330.2052426057263
t192,308.1052432696211,308.1052432696211
t193,292.61292050269475,292.61292050269475
t194,284.4872641811368,284.4872641811368
t195,283.9116799131368,283.9116799131368
t196,283.93533406113664,283.93533406113664
t197,289.45446005542107,289.45446005542107
t198,312.89142355360013,312.89142355360013
t199,346.1954899514842,346.1954899514842
t200,2084.8770460714045,2084.8770460714045
t201,1882.7393696049696,1882.7393696049696
t202,2745.0507591639753,2745.0507591639753
t203,2762.2810266038455,2762.2810266038455
t204,2755.3835942506958,2755.3835942506958
t205,2732.5226095282173,2732.5226095282173
t206,2182.619190926714,2182.619190926714
t207,1491.1009680633454,1491.1009680633454
t208,1491.2271235193455,1491.2271235193455
t209,1494.4756265113458,1494.4756265113458
t210,1542.8687669961464,1542.8687669961464
t211,1525.9917219384197,1525.9917219384197
t212,1523.8549639024195,1523.8549639024195
t213,4495.606800023841,4495.606800023841
