Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,4.721914216540695e7,17423.353738804188,0.30937287467083846
solar_pv,1,1.9697745120163206e7,14114.457940234443,0.15931189498285422
onshore_wind,1,5.111266741005665e7,18123.018187835805,0.3219540655003056
battery,1,67229.72058484917,468.23049076185663,0.0
