region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
NE,natural_gas_combined_cycle,1,1,1,9.990763161740317e8,0.0,1.5714828844774103e8,0.0,5.4703856125162974e7,3.1346609224908984e8,0.0,7.458916745214379e7,0.0,3.131487439004075e9,0.0,1.1562246046217752e9,0.0,2.688728323177679e9,0.0,4.28771204362585e9,4.2877120436258483e9,1.9073486328125e-6
NE,solar_pv,1,1,2,2.4892794461760902e9,0.0,5.474663823008611e8,0.0,0.0,0.0,0.0,0.0,0.0,2.965324181511103e9,0.0,7.14216469658453e7,0.0,0.0,0.0,3.0367458284769483e9,3.0367458284769516e9,-3.337860107421875e-6
NE,onshore_wind,1,1,3,2.797945628375442e9,0.0,1.2436753176333435e9,0.0,5.888155060707125e6,0.0,0.0,0.0,0.0,4.037779248857508e9,0.0,9.729852211984245e6,0.0,0.0,0.0,4.0475091010694923e9,4.0475091010694923e9,0.0
NE,battery,1,0,4,1.6788139052306038e8,7.389492498189827e8,4.19617752558405e7,1.8468803603104472e8,3.4892790241328944e6,0.0,4.122494121139996e6,0.0,5.202814368353199e8,1.3801357700755105e9,0.0,1.8905688722384748e8,0.0,0.0,0.0,1.569192657299358e9,1.6613736616095214e9,-9.21810043101635e7
