Resource,Zone,AnnualSum,Capacity,CapacityFactor
natural_gas_combined_cycle,1,1.5409536936665626e7,15276.396271774183,0.1151501655027326
solar_pv,1,4.883936857916762e7,29182.642979790042,0.1910474794764438
onshore_wind,1,5.888155060707125e7,28785.448851599198,0.23350819477601936
battery,1,2.3261860160885964e7,8572.374924584374,0.0
