Zone,1
t1,0.1
t2,0.1
t3,0.1
t4,0.1
t5,0.1
t6,0.1
t7,0.1
t8,0.1
t9,0.09999999999999891
t10,0.09999999999999891
t11,0.09999999999999891
t12,0.09999999999999891
t13,0.09999999999999891
t14,0.09999999999999891
t15,0.09999999999999891
t16,0.09999999999999891
t17,0.1
t18,0.1
t19,0.1
t20,0.1
t21,0.1
t22,0.1
t23,0.1
t24,0.1
t25,0.10000000000000367
t26,0.1
t27,0.1
t28,0.1
t29,0.1
t30,0.1
t31,0.1
t32,0.10000000000000302
t33,0.1
t34,0.1
t35,0.1
t36,0.09999999999999891
t37,0.09999999999999891
t38,0.09999999999999891
t39,0.1
t40,0.09999999999999891
t41,0.1
t42,0.1
t43,0.10000000000000367
t44,0.1
t45,0.1
t46,0.1
t47,0.1
t48,0.1
t49,0.1
t50,0.1
t51,0.1
t52,0.1
t53,0.1
t54,0.1
t55,0.10000000000000367
t56,0.10000000000000367
t57,0.09999999999999934
t58,0.1
t59,0.1
t60,0.09999999999999891
t61,0.1
t62,0.1
t63,0.1
t64,0.09999999999999891
t65,0.1
t66,0.10000000000000367
t67,0.1
t68,0.1
t69,0.1
t70,0.1
t71,0.1
t72,0.1
t73,0.1
t74,0.1
t75,0.1
t76,0.1
t77,0.1
t78,0.1
t79,0.1
t80,0.10000000000000302
t81,0.09999999999999891
t82,0.1
t83,0.1
t84,0.09999999999999891
t85,0.09999999999999891
t86,0.09999999999999891
t87,200.9813767609164
t88,228.9273595165431
t89,228.9273595165431
t90,311.9982967882885
t91,228.9273595165431
t92,228.92735951654313
t93,214.95436813872976
t94,214.95436813872976
t95,196.8412311674902
t96,196.84123116749024
t97,228.9273595165431
t98,196.84123116749024
t99,196.8412311674902
t100,196.8412311674902
t101,196.8412311674902
t102,214.95436813872976
t103,228.9273595165431
t104,228.9273595165431
t105,228.92735951654328
t106,200.9813767609163
t107,1.7582290255026471
t108,0.09999999999999891
t109,0.09999999999999891
t110,0.1
t111,0.09999999999999891
t112,0.1
t113,0.09999999999999891
