Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
natural_gas_combined_cycle,1,0.0,0.0,15276.396271774183,15276.396271774183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
solar_pv,1,0.0,0.0,29182.642979790042,29182.642979790042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
onshore_wind,1,0.0,0.0,28785.448851599198,28785.448851599198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
battery,1,0.0,0.0,8572.374924584374,8572.374924584374,0.0,0.0,32850.94913394606,32850.94913394606,0.0,0.0,0.0,0.0
Total,n/a,0.0,0.0,81816.86302774781,81816.86302774781,0.0,0.0,32850.94913394606,32850.94913394606,0.0,0.0,0.0,0.0
