Region,Resource,Zone,Cluster,AnnualSum
NE,natural_gas_combined_cycle,1,1,3.131487439004075e9
NE,solar_pv,1,1,2.965324181511103e9
NE,onshore_wind,1,1,4.037779248857508e9
NE,battery,1,0,1.3801357700755105e9
