Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,42.77880907058716,47514.15713673985,46587.51587508869,0.01989033422893134
2,50.14626693725586,47514.15713673985,47406.50251065554,0.00227088311482401
