Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,57.54618191719055,41324.00285581208,40372.502439043456,0.023568031687043755
2,58.725746154785156,41324.00285581208,41107.7256045609,0.005261231266640161
