Iteration_Number,Seconds,Upper_Bound,Lower_Bound,Relative_Gap
1,43.429136991500854,47551.86954967675,46822.338167126145,0.015580840494266562
2,53.48016405105591,47551.86954967675,47485.26389194504,0.001402659525769322
