Resource,Zone,StartCap_p1,EndCap_p1,EndCap_p2,EndCap_p3
natural_gas_combined_cycle,1,10000.0,21572.004790541796,21572.004790541796,20480.99237616667
solar_pv,1,500.0,500.0,500.0,500.0
onshore_wind,1,1000.0,1314.6559231584076,1314.6559231584076,1000.0
battery,1,0.0,7131.0,14262.0,21393.0
Total,n/a,11500.0,30517.660713700203,37648.6607137002,43373.99237616667
